"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"15.05.2024 18:45 - 15.05.2024 19:00","59347","59707"
"15.05.2024 19:00 - 15.05.2024 19:15","59344","59532"
"15.05.2024 19:15 - 15.05.2024 19:30","58757","58872"
"15.05.2024 19:30 - 15.05.2024 19:45","58335","58253"
"15.05.2024 19:45 - 15.05.2024 20:00","58088","57831"
"15.05.2024 20:00 - 15.05.2024 20:15","57562","56986"
"15.05.2024 20:15 - 15.05.2024 20:30","56585","56260"
"15.05.2024 20:30 - 15.05.2024 20:45","56100","55930"
"15.05.2024 20:45 - 15.05.2024 21:00","55528","55852"
"15.05.2024 21:00 - 15.05.2024 21:15","54929","56112"
"15.05.2024 21:15 - 15.05.2024 21:30","54330","56759"
"15.05.2024 21:30 - 15.05.2024 21:45","53594","55637"
"15.05.2024 21:45 - 15.05.2024 22:00","52882","53940"
"15.05.2024 22:00 - 15.05.2024 22:15","51786","53253"
"15.05.2024 22:15 - 15.05.2024 22:30","51227","51906"
"15.05.2024 22:30 - 15.05.2024 22:45","50089","50365"
"15.05.2024 22:45 - 15.05.2024 23:00","49298","49503"
"15.05.2024 23:00 - 15.05.2024 23:15","48021","47744"
"15.05.2024 23:15 - 15.05.2024 23:30","47240","47227"
"15.05.2024 23:30 - 15.05.2024 23:45","46564","46983"
"15.05.2024 23:45 - 16.05.2024 00:00","45925","46553"
"16.05.2024 00:00 - 16.05.2024 00:15","45772","45294"
"16.05.2024 00:15 - 16.05.2024 00:30","45192","44776"
"16.05.2024 00:30 - 16.05.2024 00:45","44757","44389"
"16.05.2024 00:45 - 16.05.2024 01:00","44249","43938"
"16.05.2024 01:00 - 16.05.2024 01:15","43841","43608"
"16.05.2024 01:15 - 16.05.2024 01:30","43479","43369"
"16.05.2024 01:30 - 16.05.2024 01:45","42943","42778"
"16.05.2024 01:45 - 16.05.2024 02:00","43139","42306"
"16.05.2024 02:00 - 16.05.2024 02:15","43028","41621"
"16.05.2024 02:15 - 16.05.2024 02:30","43051","41422"
"16.05.2024 02:30 - 16.05.2024 02:45","43163","41428"
"16.05.2024 02:45 - 16.05.2024 03:00","42612","41266"
"16.05.2024 03:00 - 16.05.2024 03:15","43255","41356"
"16.05.2024 03:15 - 16.05.2024 03:30","43362","41333"
"16.05.2024 03:30 - 16.05.2024 03:45","43341","41216"
"16.05.2024 03:45 - 16.05.2024 04:00","43586","41259"
"16.05.2024 04:00 - 16.05.2024 04:15","44050","41820"
"16.05.2024 04:15 - 16.05.2024 04:30","44658","42023"
"16.05.2024 04:30 - 16.05.2024 04:45","45131","42955"
"16.05.2024 04:45 - 16.05.2024 05:00","43689","43472"
"16.05.2024 05:00 - 16.05.2024 05:15","45015","44796"
"16.05.2024 05:15 - 16.05.2024 05:30","45813","44835"
"16.05.2024 05:30 - 16.05.2024 05:45","46573","45902"
"16.05.2024 05:45 - 16.05.2024 06:00","48073","47137"
"16.05.2024 06:00 - 16.05.2024 06:15","50867","49510"
"16.05.2024 06:15 - 16.05.2024 06:30","52925","51675"
"16.05.2024 06:30 - 16.05.2024 06:45","54429","53262"
"16.05.2024 06:45 - 16.05.2024 07:00","55973","53986"
"16.05.2024 07:00 - 16.05.2024 07:15","57660","55297"
"16.05.2024 07:15 - 16.05.2024 07:30","58718","56197"
"16.05.2024 07:30 - 16.05.2024 07:45","59585","57102"
"16.05.2024 07:45 - 16.05.2024 08:00","60240","58462"
"16.05.2024 08:00 - 16.05.2024 08:15","60707","59131"
"16.05.2024 08:15 - 16.05.2024 08:30","61235","60451"
"16.05.2024 08:30 - 16.05.2024 08:45","61564","60521"
"16.05.2024 08:45 - 16.05.2024 09:00","61640","60565"
"16.05.2024 09:00 - 16.05.2024 09:15","61676","60423"
"16.05.2024 09:15 - 16.05.2024 09:30","62053","60457"
"16.05.2024 09:30 - 16.05.2024 09:45","62505","60886"
"16.05.2024 09:45 - 16.05.2024 10:00","62606","62062"
"16.05.2024 10:00 - 16.05.2024 10:15","62928","61061"
"16.05.2024 10:15 - 16.05.2024 10:30","63223","60901"
"16.05.2024 10:30 - 16.05.2024 10:45","63277","60778"
"16.05.2024 10:45 - 16.05.2024 11:00","63488","61018"
"16.05.2024 11:00 - 16.05.2024 11:15","63707","61164"
"16.05.2024 11:15 - 16.05.2024 11:30","64025","61280"
"16.05.2024 11:30 - 16.05.2024 11:45","64157","61460"
"16.05.2024 11:45 - 16.05.2024 12:00","64825","61662"
"16.05.2024 12:00 - 16.05.2024 12:15","64689","61755"
"16.05.2024 12:15 - 16.05.2024 12:30","64494","61154"
"16.05.2024 12:30 - 16.05.2024 12:45","64806","61490"
"16.05.2024 12:45 - 16.05.2024 13:00","64551","60889"
"16.05.2024 13:00 - 16.05.2024 13:15","64345","61315"
"16.05.2024 13:15 - 16.05.2024 13:30","63690","61017"
"16.05.2024 13:30 - 16.05.2024 13:45","63658","60565"
"16.05.2024 13:45 - 16.05.2024 14:00","62955","59998"
"16.05.2024 14:00 - 16.05.2024 14:15","62648","59638"
"16.05.2024 14:15 - 16.05.2024 14:30","62247","59183"
"16.05.2024 14:30 - 16.05.2024 14:45","61562","58651"
"16.05.2024 14:45 - 16.05.2024 15:00","61622","58286"
"16.05.2024 15:00 - 16.05.2024 15:15","61315","57782"
"16.05.2024 15:15 - 16.05.2024 15:30","61054","58089"
"16.05.2024 15:30 - 16.05.2024 15:45","60843","57638"
"16.05.2024 15:45 - 16.05.2024 16:00","60035","57153"
"16.05.2024 16:00 - 16.05.2024 16:15","59749","57447"
"16.05.2024 16:15 - 16.05.2024 16:30","59180","57341"
"16.05.2024 16:30 - 16.05.2024 16:45","58821","58029"
"16.05.2024 16:45 - 16.05.2024 17:00","58850","57818"
"16.05.2024 17:00 - 16.05.2024 17:15","59245","58834"
"16.05.2024 17:15 - 16.05.2024 17:30","58959","59008"
"16.05.2024 17:30 - 16.05.2024 17:45","59379","59305"
"16.05.2024 17:45 - 16.05.2024 18:00","59638","59707"
"16.05.2024 18:00 - 16.05.2024 18:15","60053","60131"
"16.05.2024 18:15 - 16.05.2024 18:30","60385","59825"
"16.05.2024 18:30 - 16.05.2024 18:45","60311","60244"
"16.05.2024 18:45 - 16.05.2024 19:00","60870","60192"
"16.05.2024 19:00 - 16.05.2024 19:15","60678","60022"
"16.05.2024 19:15 - 16.05.2024 19:30","60397","59022"
"16.05.2024 19:30 - 16.05.2024 19:45","60026","58388"
"16.05.2024 19:45 - 16.05.2024 20:00","59954","57923"
"16.05.2024 20:00 - 16.05.2024 20:15","58842","57497"
"16.05.2024 20:15 - 16.05.2024 20:30","58265","56864"
"16.05.2024 20:30 - 16.05.2024 20:45","57682","56442"
"16.05.2024 20:45 - 16.05.2024 21:00","57320","55933"
"16.05.2024 21:00 - 16.05.2024 21:15","56802","55531"
"16.05.2024 21:15 - 16.05.2024 21:30","55961","55619"
"16.05.2024 21:30 - 16.05.2024 21:45","55317","55142"
"16.05.2024 21:45 - 16.05.2024 22:00","54649","54123"
"16.05.2024 22:00 - 16.05.2024 22:15","53744","52989"
"16.05.2024 22:15 - 16.05.2024 22:30","52856","52336"
"16.05.2024 22:30 - 16.05.2024 22:45","52060","51455"
"16.05.2024 22:45 - 16.05.2024 23:00","51068","50207"
"16.05.2024 23:00 - 16.05.2024 23:15","49985","49108"
"16.05.2024 23:15 - 16.05.2024 23:30","49290","48526"
"16.05.2024 23:30 - 16.05.2024 23:45","48349","47871"
"16.05.2024 23:45 - 17.05.2024 00:00","47939","46781"
"17.05.2024 00:00 - 17.05.2024 00:15","48338","44581"
"17.05.2024 00:15 - 17.05.2024 00:30","47502","44014"
"17.05.2024 00:30 - 17.05.2024 00:45","47473","42869"
"17.05.2024 00:45 - 17.05.2024 01:00","46920","42773"
"17.05.2024 01:00 - 17.05.2024 01:15","46189","42450"
"17.05.2024 01:15 - 17.05.2024 01:30","45996","42344"
"17.05.2024 01:30 - 17.05.2024 01:45","45765","42034"
"17.05.2024 01:45 - 17.05.2024 02:00","45608","41675"
"17.05.2024 02:00 - 17.05.2024 02:15","44889","41473"
"17.05.2024 02:15 - 17.05.2024 02:30","44839","41479"
"17.05.2024 02:30 - 17.05.2024 02:45","45176","41363"
"17.05.2024 02:45 - 17.05.2024 03:00","45125","41199"
"17.05.2024 03:00 - 17.05.2024 03:15","44832","40827"
"17.05.2024 03:15 - 17.05.2024 03:30","45013","40949"
"17.05.2024 03:30 - 17.05.2024 03:45","44839","40941"
"17.05.2024 03:45 - 17.05.2024 04:00","45153","41051"
"17.05.2024 04:00 - 17.05.2024 04:15","46127","41086"
"17.05.2024 04:15 - 17.05.2024 04:30","46483","41528"
"17.05.2024 04:30 - 17.05.2024 04:45","46869","42038"
"17.05.2024 04:45 - 17.05.2024 05:00","46728","42809"
"17.05.2024 05:00 - 17.05.2024 05:15","47920","43423"
"17.05.2024 05:15 - 17.05.2024 05:30","48715","44207"
"17.05.2024 05:30 - 17.05.2024 05:45","49124","45134"
"17.05.2024 05:45 - 17.05.2024 06:00","50691","46299"
"17.05.2024 06:00 - 17.05.2024 06:15","52473","48814"
"17.05.2024 06:15 - 17.05.2024 06:30","54337","50874"
"17.05.2024 06:30 - 17.05.2024 06:45","55971","52834"
"17.05.2024 06:45 - 17.05.2024 07:00","57385","54336"
"17.05.2024 07:00 - 17.05.2024 07:15","59131","55466"
"17.05.2024 07:15 - 17.05.2024 07:30","60217","56490"
"17.05.2024 07:30 - 17.05.2024 07:45","61088","57752"
"17.05.2024 07:45 - 17.05.2024 08:00","61690","58725"
"17.05.2024 08:00 - 17.05.2024 08:15","62379","59482"
"17.05.2024 08:15 - 17.05.2024 08:30","62640","60189"
"17.05.2024 08:30 - 17.05.2024 08:45","63349","61373"
"17.05.2024 08:45 - 17.05.2024 09:00","63297","62007"
"17.05.2024 09:00 - 17.05.2024 09:15","63284","60999"
"17.05.2024 09:15 - 17.05.2024 09:30","63866","60990"
"17.05.2024 09:30 - 17.05.2024 09:45","64655","60815"
"17.05.2024 09:45 - 17.05.2024 10:00","64835","61295"
"17.05.2024 10:00 - 17.05.2024 10:15","64652","61126"
"17.05.2024 10:15 - 17.05.2024 10:30","64825","61642"
"17.05.2024 10:30 - 17.05.2024 10:45","65178","61997"
"17.05.2024 10:45 - 17.05.2024 11:00","65417","61652"
"17.05.2024 11:00 - 17.05.2024 11:15","65105","61342"
"17.05.2024 11:15 - 17.05.2024 11:30","65430","61677"
"17.05.2024 11:30 - 17.05.2024 11:45","65583","61901"
"17.05.2024 11:45 - 17.05.2024 12:00","65802","62211"
"17.05.2024 12:00 - 17.05.2024 12:15","65538","61943"
"17.05.2024 12:15 - 17.05.2024 12:30","65578","61878"
"17.05.2024 12:30 - 17.05.2024 12:45","65425","61760"
"17.05.2024 12:45 - 17.05.2024 13:00","65404","61332"
"17.05.2024 13:00 - 17.05.2024 13:15","64935","61014"
"17.05.2024 13:15 - 17.05.2024 13:30","64207","60347"
"17.05.2024 13:30 - 17.05.2024 13:45","63825","59775"
"17.05.2024 13:45 - 17.05.2024 14:00","63322","59639"
"17.05.2024 14:00 - 17.05.2024 14:15","62907","58899"
"17.05.2024 14:15 - 17.05.2024 14:30","62331","58567"
"17.05.2024 14:30 - 17.05.2024 14:45","62020","58072"
"17.05.2024 14:45 - 17.05.2024 15:00","61687","57898"
"17.05.2024 15:00 - 17.05.2024 15:15","62003","58016"
"17.05.2024 15:15 - 17.05.2024 15:30","61268","57100"
"17.05.2024 15:30 - 17.05.2024 15:45","61009","56433"
"17.05.2024 15:45 - 17.05.2024 16:00","59631","56297"
"17.05.2024 16:00 - 17.05.2024 16:15","60189","56073"
"17.05.2024 16:15 - 17.05.2024 16:30","59911","55787"
"17.05.2024 16:30 - 17.05.2024 16:45","59593","56044"
"17.05.2024 16:45 - 17.05.2024 17:00","59684","55720"
"17.05.2024 17:00 - 17.05.2024 17:15","60015","56059"
"17.05.2024 17:15 - 17.05.2024 17:30","60203","55861"
"17.05.2024 17:30 - 17.05.2024 17:45","60307","56367"
"17.05.2024 17:45 - 17.05.2024 18:00","60615","56321"
"17.05.2024 18:00 - 17.05.2024 18:15","61053","56925"
"17.05.2024 18:15 - 17.05.2024 18:30","61089","56351"
"17.05.2024 18:30 - 17.05.2024 18:45","60773","56294"
"17.05.2024 18:45 - 17.05.2024 19:00","60304","56406"
"17.05.2024 19:00 - 17.05.2024 19:15","60422","56392"
"17.05.2024 19:15 - 17.05.2024 19:30","59660","56126"
"17.05.2024 19:30 - 17.05.2024 19:45","59142","55552"
"17.05.2024 19:45 - 17.05.2024 20:00","58730","54994"
"17.05.2024 20:00 - 17.05.2024 20:15","57820","54285"
"17.05.2024 20:15 - 17.05.2024 20:30","57232","53249"
"17.05.2024 20:30 - 17.05.2024 20:45","56942","52421"
"17.05.2024 20:45 - 17.05.2024 21:00","56223","51519"
"17.05.2024 21:00 - 17.05.2024 21:15","55802","51194"
"17.05.2024 21:15 - 17.05.2024 21:30","55313","51047"
"17.05.2024 21:30 - 17.05.2024 21:45","54816","50467"
"17.05.2024 21:45 - 17.05.2024 22:00","54492","49896"
"17.05.2024 22:00 - 17.05.2024 22:15","54228","48771"
"17.05.2024 22:15 - 17.05.2024 22:30","53294","48421"
"17.05.2024 22:30 - 17.05.2024 22:45","52340","47234"
"17.05.2024 22:45 - 17.05.2024 23:00","51372","46325"
"17.05.2024 23:00 - 17.05.2024 23:15","49821","45558"
"17.05.2024 23:15 - 17.05.2024 23:30","48920","44761"
"17.05.2024 23:30 - 17.05.2024 23:45","48381","43512"
"17.05.2024 23:45 - 18.05.2024 00:00","47537","42965"
"18.05.2024 00:00 - 18.05.2024 00:15","42514","43039"
"18.05.2024 00:15 - 18.05.2024 00:30","42249","42545"
"18.05.2024 00:30 - 18.05.2024 00:45","41563","41879"
"18.05.2024 00:45 - 18.05.2024 01:00","41442","41270"
"18.05.2024 01:00 - 18.05.2024 01:15","40458","40502"
"18.05.2024 01:15 - 18.05.2024 01:30","40400","40359"
"18.05.2024 01:30 - 18.05.2024 01:45","40166","40012"
"18.05.2024 01:45 - 18.05.2024 02:00","39476","39284"
"18.05.2024 02:00 - 18.05.2024 02:15","39409","39275"
"18.05.2024 02:15 - 18.05.2024 02:30","38972","38936"
"18.05.2024 02:30 - 18.05.2024 02:45","38834","38548"
"18.05.2024 02:45 - 18.05.2024 03:00","38668","38653"
"18.05.2024 03:00 - 18.05.2024 03:15","38659","38528"
"18.05.2024 03:15 - 18.05.2024 03:30","38262","38649"
"18.05.2024 03:30 - 18.05.2024 03:45","38481","38800"
"18.05.2024 03:45 - 18.05.2024 04:00","38403","38492"
"18.05.2024 04:00 - 18.05.2024 04:15","38251","38754"
"18.05.2024 04:15 - 18.05.2024 04:30","38290","38761"
"18.05.2024 04:30 - 18.05.2024 04:45","38746","38685"
"18.05.2024 04:45 - 18.05.2024 05:00","38855","38798"
"18.05.2024 05:00 - 18.05.2024 05:15","39428","39256"
"18.05.2024 05:15 - 18.05.2024 05:30","39373","39211"
"18.05.2024 05:30 - 18.05.2024 05:45","38927","39001"
"18.05.2024 05:45 - 18.05.2024 06:00","39650","39024"
"18.05.2024 06:00 - 18.05.2024 06:15","39540","39214"
"18.05.2024 06:15 - 18.05.2024 06:30","40375","39719"
"18.05.2024 06:30 - 18.05.2024 06:45","41257","40160"
"18.05.2024 06:45 - 18.05.2024 07:00","41794","40790"
"18.05.2024 07:00 - 18.05.2024 07:15","42731","41737"
"18.05.2024 07:15 - 18.05.2024 07:30","43513","42723"
"18.05.2024 07:30 - 18.05.2024 07:45","44319","43859"
"18.05.2024 07:45 - 18.05.2024 08:00","44964","44649"
"18.05.2024 08:00 - 18.05.2024 08:15","46123","45239"
"18.05.2024 08:15 - 18.05.2024 08:30","47120","46091"
"18.05.2024 08:30 - 18.05.2024 08:45","48118","46871"
"18.05.2024 08:45 - 18.05.2024 09:00","48758","47621"
"18.05.2024 09:00 - 18.05.2024 09:15","49666","48626"
"18.05.2024 09:15 - 18.05.2024 09:30","50288","48953"
"18.05.2024 09:30 - 18.05.2024 09:45","50990","49447"
"18.05.2024 09:45 - 18.05.2024 10:00","51406","49448"
"18.05.2024 10:00 - 18.05.2024 10:15","51714","49316"
"18.05.2024 10:15 - 18.05.2024 10:30","51902","50028"
"18.05.2024 10:30 - 18.05.2024 10:45","52177","50486"
"18.05.2024 10:45 - 18.05.2024 11:00","52214","50212"
"18.05.2024 11:00 - 18.05.2024 11:15","52157","50280"
"18.05.2024 11:15 - 18.05.2024 11:30","52588","50499"
"18.05.2024 11:30 - 18.05.2024 11:45","52990","50670"
"18.05.2024 11:45 - 18.05.2024 12:00","53181","50523"
"18.05.2024 12:00 - 18.05.2024 12:15","53191","50126"
"18.05.2024 12:15 - 18.05.2024 12:30","53218","49793"
"18.05.2024 12:30 - 18.05.2024 12:45","52821","49441"
"18.05.2024 12:45 - 18.05.2024 13:00","52758","49001"
"18.05.2024 13:00 - 18.05.2024 13:15","52084","48364"
"18.05.2024 13:15 - 18.05.2024 13:30","51344","47771"
"18.05.2024 13:30 - 18.05.2024 13:45","51295","47337"
"18.05.2024 13:45 - 18.05.2024 14:00","50945","46767"
"18.05.2024 14:00 - 18.05.2024 14:15","50776","46571"
"18.05.2024 14:15 - 18.05.2024 14:30","50333","45440"
"18.05.2024 14:30 - 18.05.2024 14:45","49905","46118"
"18.05.2024 14:45 - 18.05.2024 15:00","49548","45948"
"18.05.2024 15:00 - 18.05.2024 15:15","49395","46572"
"18.05.2024 15:15 - 18.05.2024 15:30","48935","45977"
"18.05.2024 15:30 - 18.05.2024 15:45","48721","45386"
"18.05.2024 15:45 - 18.05.2024 16:00","48403","45239"
"18.05.2024 16:00 - 18.05.2024 16:15","48132","45284"
"18.05.2024 16:15 - 18.05.2024 16:30","47609","45921"
"18.05.2024 16:30 - 18.05.2024 16:45","47500","45139"
"18.05.2024 16:45 - 18.05.2024 17:00","47265","45454"
"18.05.2024 17:00 - 18.05.2024 17:15","48125","46623"
"18.05.2024 17:15 - 18.05.2024 17:30","47864","46720"
"18.05.2024 17:30 - 18.05.2024 17:45","48132","46910"
"18.05.2024 17:45 - 18.05.2024 18:00","48641","47033"
"18.05.2024 18:00 - 18.05.2024 18:15","49002","47348"
"18.05.2024 18:15 - 18.05.2024 18:30","48991","47418"
"18.05.2024 18:30 - 18.05.2024 18:45","48858","48282"
"18.05.2024 18:45 - 18.05.2024 19:00","48547","47861"
"18.05.2024 19:00 - 18.05.2024 19:15","48592","47402"
"18.05.2024 19:15 - 18.05.2024 19:30","48210","47055"
"18.05.2024 19:30 - 18.05.2024 19:45","48216","46869"
"18.05.2024 19:45 - 18.05.2024 20:00","48129","46973"
"18.05.2024 20:00 - 18.05.2024 20:15","47580","46184"
"18.05.2024 20:15 - 18.05.2024 20:30","47188","44912"
"18.05.2024 20:30 - 18.05.2024 20:45","46583","44611"
"18.05.2024 20:45 - 18.05.2024 21:00","46508","44184"
"18.05.2024 21:00 - 18.05.2024 21:15","46051","44112"
"18.05.2024 21:15 - 18.05.2024 21:30","45642","44641"
"18.05.2024 21:30 - 18.05.2024 21:45","45501","44432"
"18.05.2024 21:45 - 18.05.2024 22:00","45226","43948"
"18.05.2024 22:00 - 18.05.2024 22:15","43603","43777"
"18.05.2024 22:15 - 18.05.2024 22:30","42990","43261"
"18.05.2024 22:30 - 18.05.2024 22:45","42161","42861"
"18.05.2024 22:45 - 18.05.2024 23:00","41607","41799"
"18.05.2024 23:00 - 18.05.2024 23:15","40751","40901"
"18.05.2024 23:15 - 18.05.2024 23:30","40232","40323"
"18.05.2024 23:30 - 18.05.2024 23:45","39790","39371"
"18.05.2024 23:45 - 19.05.2024 00:00","39299","38679"
"19.05.2024 00:00 - 19.05.2024 00:15","38322","38236"
"19.05.2024 00:15 - 19.05.2024 00:30","37894","37897"
"19.05.2024 00:30 - 19.05.2024 00:45","37432","37264"
"19.05.2024 00:45 - 19.05.2024 01:00","37054","36400"
"19.05.2024 01:00 - 19.05.2024 01:15","36342","36318"
"19.05.2024 01:15 - 19.05.2024 01:30","36002","35859"
"19.05.2024 01:30 - 19.05.2024 01:45","35712","35344"
"19.05.2024 01:45 - 19.05.2024 02:00","35329","35199"
"19.05.2024 02:00 - 19.05.2024 02:15","35139","34481"
"19.05.2024 02:15 - 19.05.2024 02:30","34652","34461"
"19.05.2024 02:30 - 19.05.2024 02:45","34690","34393"
"19.05.2024 02:45 - 19.05.2024 03:00","34406","34678"
"19.05.2024 03:00 - 19.05.2024 03:15","34082","34450"
"19.05.2024 03:15 - 19.05.2024 03:30","33829","33722"
"19.05.2024 03:30 - 19.05.2024 03:45","33498","33585"
"19.05.2024 03:45 - 19.05.2024 04:00","33390","33453"
"19.05.2024 04:00 - 19.05.2024 04:15","32866","33357"
"19.05.2024 04:15 - 19.05.2024 04:30","32421","33425"
"19.05.2024 04:30 - 19.05.2024 04:45","32421","33386"
"19.05.2024 04:45 - 19.05.2024 05:00","32341","33117"
"19.05.2024 05:00 - 19.05.2024 05:15","32652","33152"
"19.05.2024 05:15 - 19.05.2024 05:30","32874","33168"
"19.05.2024 05:30 - 19.05.2024 05:45","32373","33401"
"19.05.2024 05:45 - 19.05.2024 06:00","32601","33341"
"19.05.2024 06:00 - 19.05.2024 06:15","32066","33543"
"19.05.2024 06:15 - 19.05.2024 06:30","32849","33859"
"19.05.2024 06:30 - 19.05.2024 06:45","33672","33968"
"19.05.2024 06:45 - 19.05.2024 07:00","34023","34786"
"19.05.2024 07:00 - 19.05.2024 07:15","35000","35271"
"19.05.2024 07:15 - 19.05.2024 07:30","35290","36232"
"19.05.2024 07:30 - 19.05.2024 07:45","36094","37169"
"19.05.2024 07:45 - 19.05.2024 08:00","36611","38156"
"19.05.2024 08:00 - 19.05.2024 08:15","37683","39313"
"19.05.2024 08:15 - 19.05.2024 08:30","38635","40206"
"19.05.2024 08:30 - 19.05.2024 08:45","39864","41649"
"19.05.2024 08:45 - 19.05.2024 09:00","40771","41537"
"19.05.2024 09:00 - 19.05.2024 09:15","41516","43152"
"19.05.2024 09:15 - 19.05.2024 09:30","42612","43006"
"19.05.2024 09:30 - 19.05.2024 09:45","43361","44064"
"19.05.2024 09:45 - 19.05.2024 10:00","43961","43944"
"19.05.2024 10:00 - 19.05.2024 10:15","44747","44069"
"19.05.2024 10:15 - 19.05.2024 10:30","45081","44154"
"19.05.2024 10:30 - 19.05.2024 10:45","45416","44335"
"19.05.2024 10:45 - 19.05.2024 11:00","45777","44359"
"19.05.2024 11:00 - 19.05.2024 11:15","46019","44913"
"19.05.2024 11:15 - 19.05.2024 11:30","46889","45543"
"19.05.2024 11:30 - 19.05.2024 11:45","46652","45095"
"19.05.2024 11:45 - 19.05.2024 12:00","46868","45451"
"19.05.2024 12:00 - 19.05.2024 12:15","46290","44640"
"19.05.2024 12:15 - 19.05.2024 12:30","45870","45000"
"19.05.2024 12:30 - 19.05.2024 12:45","45659","44385"
"19.05.2024 12:45 - 19.05.2024 13:00","45220","44665"
"19.05.2024 13:00 - 19.05.2024 13:15","45351","43938"
"19.05.2024 13:15 - 19.05.2024 13:30","44633","43200"
"19.05.2024 13:30 - 19.05.2024 13:45","43979","42839"
"19.05.2024 13:45 - 19.05.2024 14:00","43792","41804"
"19.05.2024 14:00 - 19.05.2024 14:15","43536","41894"
"19.05.2024 14:15 - 19.05.2024 14:30","43947","41143"
"19.05.2024 14:30 - 19.05.2024 14:45","42849","40981"
"19.05.2024 14:45 - 19.05.2024 15:00","42546","41275"
"19.05.2024 15:00 - 19.05.2024 15:15","42412","40990"
"19.05.2024 15:15 - 19.05.2024 15:30","42294","41108"
"19.05.2024 15:30 - 19.05.2024 15:45","41933","40697"
"19.05.2024 15:45 - 19.05.2024 16:00","41532","41113"
"19.05.2024 16:00 - 19.05.2024 16:15","41709","41433"
"19.05.2024 16:15 - 19.05.2024 16:30","41571","41587"
"19.05.2024 16:30 - 19.05.2024 16:45","41391","41250"
"19.05.2024 16:45 - 19.05.2024 17:00","42106","40906"
"19.05.2024 17:00 - 19.05.2024 17:15","42406","42171"
"19.05.2024 17:15 - 19.05.2024 17:30","42719","42021"
"19.05.2024 17:30 - 19.05.2024 17:45","43263","42822"
"19.05.2024 17:45 - 19.05.2024 18:00","43799","42653"
"19.05.2024 18:00 - 19.05.2024 18:15","45273","43204"
"19.05.2024 18:15 - 19.05.2024 18:30","44913","42909"
"19.05.2024 18:30 - 19.05.2024 18:45","44535","42594"
"19.05.2024 18:45 - 19.05.2024 19:00","44779","42516"
"19.05.2024 19:00 - 19.05.2024 19:15","45372","42552"
"19.05.2024 19:15 - 19.05.2024 19:30","44858","41770"
"19.05.2024 19:30 - 19.05.2024 19:45","44794","42650"
"19.05.2024 19:45 - 19.05.2024 20:00","44560","42024"
"19.05.2024 20:00 - 19.05.2024 20:15","44835","41737"
"19.05.2024 20:15 - 19.05.2024 20:30","44468","41571"
"19.05.2024 20:30 - 19.05.2024 20:45","44445","41421"
"19.05.2024 20:45 - 19.05.2024 21:00","44215","41118"
"19.05.2024 21:00 - 19.05.2024 21:15","44125","40913"
"19.05.2024 21:15 - 19.05.2024 21:30","44294","41360"
"19.05.2024 21:30 - 19.05.2024 21:45","44466","41154"
"19.05.2024 21:45 - 19.05.2024 22:00","44475","41193"
"19.05.2024 22:00 - 19.05.2024 22:15","44632","40909"
"19.05.2024 22:15 - 19.05.2024 22:30","44280","40627"
