"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"11.05.2024 06:00 - 11.05.2024 06:15","40804","37229"
"11.05.2024 06:15 - 11.05.2024 06:30","40952","37744"
"11.05.2024 06:30 - 11.05.2024 06:45","41840","38478"
"11.05.2024 06:45 - 11.05.2024 07:00","42312","38883"
"11.05.2024 07:00 - 11.05.2024 07:15","43166","39577"
"11.05.2024 07:15 - 11.05.2024 07:30","43940","40174"
"11.05.2024 07:30 - 11.05.2024 07:45","44782","41123"
"11.05.2024 07:45 - 11.05.2024 08:00","45431","41914"
"11.05.2024 08:00 - 11.05.2024 08:15","46362","43021"
"11.05.2024 08:15 - 11.05.2024 08:30","47204","43697"
"11.05.2024 08:30 - 11.05.2024 08:45","48211","44380"
"11.05.2024 08:45 - 11.05.2024 09:00","48541","45032"
"11.05.2024 09:00 - 11.05.2024 09:15","49305","45934"
"11.05.2024 09:15 - 11.05.2024 09:30","49773","46428"
"11.05.2024 09:30 - 11.05.2024 09:45","50289","46830"
"11.05.2024 09:45 - 11.05.2024 10:00","50580","47366"
"11.05.2024 10:00 - 11.05.2024 10:15","50726","47171"
"11.05.2024 10:15 - 11.05.2024 10:30","51031","47119"
"11.05.2024 10:30 - 11.05.2024 10:45","51161","47355"
"11.05.2024 10:45 - 11.05.2024 11:00","51396","47636"
"11.05.2024 11:00 - 11.05.2024 11:15","51255","48267"
"11.05.2024 11:15 - 11.05.2024 11:30","51510","48352"
"11.05.2024 11:30 - 11.05.2024 11:45","51819","48366"
"11.05.2024 11:45 - 11.05.2024 12:00","52008","48257"
"11.05.2024 12:00 - 11.05.2024 12:15","51843","47874"
"11.05.2024 12:15 - 11.05.2024 12:30","51789","47964"
"11.05.2024 12:30 - 11.05.2024 12:45","51405","47626"
"11.05.2024 12:45 - 11.05.2024 13:00","51133","47284"
"11.05.2024 13:00 - 11.05.2024 13:15","50892","46864"
"11.05.2024 13:15 - 11.05.2024 13:30","50391","46438"
"11.05.2024 13:30 - 11.05.2024 13:45","49950","46003"
"11.05.2024 13:45 - 11.05.2024 14:00","49616","45434"
"11.05.2024 14:00 - 11.05.2024 14:15","49413","45070"
"11.05.2024 14:15 - 11.05.2024 14:30","49116","44712"
"11.05.2024 14:30 - 11.05.2024 14:45","48692","44542"
"11.05.2024 14:45 - 11.05.2024 15:00","48466","44493"
"11.05.2024 15:00 - 11.05.2024 15:15","48460","44485"
"11.05.2024 15:15 - 11.05.2024 15:30","48041","44007"
"11.05.2024 15:30 - 11.05.2024 15:45","47736","43490"
"11.05.2024 15:45 - 11.05.2024 16:00","47523","43320"
"11.05.2024 16:00 - 11.05.2024 16:15","47550","43560"
"11.05.2024 16:15 - 11.05.2024 16:30","47279","42823"
"11.05.2024 16:30 - 11.05.2024 16:45","46905","42718"
"11.05.2024 16:45 - 11.05.2024 17:00","47149","43100"
"11.05.2024 17:00 - 11.05.2024 17:15","47284","43645"
"11.05.2024 17:15 - 11.05.2024 17:30","47034","43767"
"11.05.2024 17:30 - 11.05.2024 17:45","47446","44190"
"11.05.2024 17:45 - 11.05.2024 18:00","47394","44186"
"11.05.2024 18:00 - 11.05.2024 18:15","47787","44991"
"11.05.2024 18:15 - 11.05.2024 18:30","47813","45010"
"11.05.2024 18:30 - 11.05.2024 18:45","47842","45658"
"11.05.2024 18:45 - 11.05.2024 19:00","47754","45686"
"11.05.2024 19:00 - 11.05.2024 19:15","47986","45610"
"11.05.2024 19:15 - 11.05.2024 19:30","47908","45701"
"11.05.2024 19:30 - 11.05.2024 19:45","47754","45752"
"11.05.2024 19:45 - 11.05.2024 20:00","47516","45759"
"11.05.2024 20:00 - 11.05.2024 20:15","47105","45674"
"11.05.2024 20:15 - 11.05.2024 20:30","46670","45095"
"11.05.2024 20:30 - 11.05.2024 20:45","46265","44579"
"11.05.2024 20:45 - 11.05.2024 21:00","45994","43997"
"11.05.2024 21:00 - 11.05.2024 21:15","45643","43786"
"11.05.2024 21:15 - 11.05.2024 21:30","45262","43892"
"11.05.2024 21:30 - 11.05.2024 21:45","44795","43645"
"11.05.2024 21:45 - 11.05.2024 22:00","44402","42930"
"11.05.2024 22:00 - 11.05.2024 22:15","44170","42846"
"11.05.2024 22:15 - 11.05.2024 22:30","43528","42168"
"11.05.2024 22:30 - 11.05.2024 22:45","42757","41281"
"11.05.2024 22:45 - 11.05.2024 23:00","42127","40288"
"11.05.2024 23:00 - 11.05.2024 23:15","41482","39437"
"11.05.2024 23:15 - 11.05.2024 23:30","40950","38269"
"11.05.2024 23:30 - 11.05.2024 23:45","40375","37930"
"11.05.2024 23:45 - 12.05.2024 00:00","40095","37311"
"12.05.2024 00:00 - 12.05.2024 00:15","39013","37000"
"12.05.2024 00:15 - 12.05.2024 00:30","38565","36811"
"12.05.2024 00:30 - 12.05.2024 00:45","38330","36384"
"12.05.2024 00:45 - 12.05.2024 01:00","37851","35972"
"12.05.2024 01:00 - 12.05.2024 01:15","37338","35891"
"12.05.2024 01:15 - 12.05.2024 01:30","37129","35321"
"12.05.2024 01:30 - 12.05.2024 01:45","36892","34822"
"12.05.2024 01:45 - 12.05.2024 02:00","36548","34482"
"12.05.2024 02:00 - 12.05.2024 02:15","36217","34011"
"12.05.2024 02:15 - 12.05.2024 02:30","35794","33556"
"12.05.2024 02:30 - 12.05.2024 02:45","35901","33394"
"12.05.2024 02:45 - 12.05.2024 03:00","35809","33201"
"12.05.2024 03:00 - 12.05.2024 03:15","35473","33316"
"12.05.2024 03:15 - 12.05.2024 03:30","35275","33012"
"12.05.2024 03:30 - 12.05.2024 03:45","35423","33241"
"12.05.2024 03:45 - 12.05.2024 04:00","35528","33209"
"12.05.2024 04:00 - 12.05.2024 04:15","35444","33714"
"12.05.2024 04:15 - 12.05.2024 04:30","35134","33659"
"12.05.2024 04:30 - 12.05.2024 04:45","35275","33794"
"12.05.2024 04:45 - 12.05.2024 05:00","35250","33743"
"12.05.2024 05:00 - 12.05.2024 05:15","35677","34086"
"12.05.2024 05:15 - 12.05.2024 05:30","35752","33980"
"12.05.2024 05:30 - 12.05.2024 05:45","35887","33972"
"12.05.2024 05:45 - 12.05.2024 06:00","35693","34046"
"12.05.2024 06:00 - 12.05.2024 06:15","35693","34529"
"12.05.2024 06:15 - 12.05.2024 06:30","36174","34818"
"12.05.2024 06:30 - 12.05.2024 06:45","36747","35074"
"12.05.2024 06:45 - 12.05.2024 07:00","37353","35452"
"12.05.2024 07:00 - 12.05.2024 07:15","38139","36276"
"12.05.2024 07:15 - 12.05.2024 07:30","38884","36886"
"12.05.2024 07:30 - 12.05.2024 07:45","39731","37560"
"12.05.2024 07:45 - 12.05.2024 08:00","40357","38812"
"12.05.2024 08:00 - 12.05.2024 08:15","41400","39633"
"12.05.2024 08:15 - 12.05.2024 08:30","42278","40120"
"12.05.2024 08:30 - 12.05.2024 08:45","42910","41240"
"12.05.2024 08:45 - 12.05.2024 09:00","43279","41621"
"12.05.2024 09:00 - 12.05.2024 09:15","43996","42271"
"12.05.2024 09:15 - 12.05.2024 09:30","44755","42781"
"12.05.2024 09:30 - 12.05.2024 09:45","45424","43610"
"12.05.2024 09:45 - 12.05.2024 10:00","45769","43989"
"12.05.2024 10:00 - 12.05.2024 10:15","46077","44295"
"12.05.2024 10:15 - 12.05.2024 10:30","46326","44709"
"12.05.2024 10:30 - 12.05.2024 10:45","46736","45415"
"12.05.2024 10:45 - 12.05.2024 11:00","47337","45577"
"12.05.2024 11:00 - 12.05.2024 11:15","47794","45246"
"12.05.2024 11:15 - 12.05.2024 11:30","48122","45813"
"12.05.2024 11:30 - 12.05.2024 11:45","48043","46007"
"12.05.2024 11:45 - 12.05.2024 12:00","48422","45943"
"12.05.2024 12:00 - 12.05.2024 12:15","48089","45737"
"12.05.2024 12:15 - 12.05.2024 12:30","47743","45266"
"12.05.2024 12:30 - 12.05.2024 12:45","47639","44788"
"12.05.2024 12:45 - 12.05.2024 13:00","47551","44481"
"12.05.2024 13:00 - 12.05.2024 13:15","47439","43698"
"12.05.2024 13:15 - 12.05.2024 13:30","47162","43249"
"12.05.2024 13:30 - 12.05.2024 13:45","46601","42571"
"12.05.2024 13:45 - 12.05.2024 14:00","46092","42473"
"12.05.2024 14:00 - 12.05.2024 14:15","45898","42152"
"12.05.2024 14:15 - 12.05.2024 14:30","45767","41645"
"12.05.2024 14:30 - 12.05.2024 14:45","45145","41345"
"12.05.2024 14:45 - 12.05.2024 15:00","44836","41015"
"12.05.2024 15:00 - 12.05.2024 15:15","45185","41202"
"12.05.2024 15:15 - 12.05.2024 15:30","45042","40342"
"12.05.2024 15:30 - 12.05.2024 15:45","44979","40494"
"12.05.2024 15:45 - 12.05.2024 16:00","44676","39940"
"12.05.2024 16:00 - 12.05.2024 16:15","44931","40821"
"12.05.2024 16:15 - 12.05.2024 16:30","44341","40543"
"12.05.2024 16:30 - 12.05.2024 16:45","44049","40592"
"12.05.2024 16:45 - 12.05.2024 17:00","44165","41300"
"12.05.2024 17:00 - 12.05.2024 17:15","44987","42069"
"12.05.2024 17:15 - 12.05.2024 17:30","45094","42290"
"12.05.2024 17:30 - 12.05.2024 17:45","45214","42347"
"12.05.2024 17:45 - 12.05.2024 18:00","46178","42968"
"12.05.2024 18:00 - 12.05.2024 18:15","46823","44119"
"12.05.2024 18:15 - 12.05.2024 18:30","46819","44480"
"12.05.2024 18:30 - 12.05.2024 18:45","46969","45081"
"12.05.2024 18:45 - 12.05.2024 19:00","47269","45610"
"12.05.2024 19:00 - 12.05.2024 19:15","47513","45503"
"12.05.2024 19:15 - 12.05.2024 19:30","47297","45954"
"12.05.2024 19:30 - 12.05.2024 19:45","47708","45851"
"12.05.2024 19:45 - 12.05.2024 20:00","47496","45898"
"12.05.2024 20:00 - 12.05.2024 20:15","47807","45600"
"12.05.2024 20:15 - 12.05.2024 20:30","47424","45364"
"12.05.2024 20:30 - 12.05.2024 20:45","47314","44977"
"12.05.2024 20:45 - 12.05.2024 21:00","47027","44858"
"12.05.2024 21:00 - 12.05.2024 21:15","46801","44958"
"12.05.2024 21:15 - 12.05.2024 21:30","46353","45364"
"12.05.2024 21:30 - 12.05.2024 21:45","46040","45271"
"12.05.2024 21:45 - 12.05.2024 22:00","45745","45483"
"12.05.2024 22:00 - 12.05.2024 22:15","46226","45903"
"12.05.2024 22:15 - 12.05.2024 22:30","45340","45373"
"12.05.2024 22:30 - 12.05.2024 22:45","44631","44610"
"12.05.2024 22:45 - 12.05.2024 23:00","43945","43414"
"12.05.2024 23:00 - 12.05.2024 23:15","43359","42757"
"12.05.2024 23:15 - 12.05.2024 23:30","42694","42253"
"12.05.2024 23:30 - 12.05.2024 23:45","42158","41673"
"12.05.2024 23:45 - 13.05.2024 00:00","41434","40969"
"13.05.2024 00:00 - 13.05.2024 00:15","42469","40466"
"13.05.2024 00:15 - 13.05.2024 00:30","42352","40356"
"13.05.2024 00:30 - 13.05.2024 00:45","42378","39734"
"13.05.2024 00:45 - 13.05.2024 01:00","41835","39253"
"13.05.2024 01:00 - 13.05.2024 01:15","40875","39083"
"13.05.2024 01:15 - 13.05.2024 01:30","40669","38873"
"13.05.2024 01:30 - 13.05.2024 01:45","40275","38536"
"13.05.2024 01:45 - 13.05.2024 02:00","40157","38181"
"13.05.2024 02:00 - 13.05.2024 02:15","40121","37971"
"13.05.2024 02:15 - 13.05.2024 02:30","40319","37910"
"13.05.2024 02:30 - 13.05.2024 02:45","40459","37904"
"13.05.2024 02:45 - 13.05.2024 03:00","40387","38047"
"13.05.2024 03:00 - 13.05.2024 03:15","40491","37833"
"13.05.2024 03:15 - 13.05.2024 03:30","40439","37911"
"13.05.2024 03:30 - 13.05.2024 03:45","40591","38408"
"13.05.2024 03:45 - 13.05.2024 04:00","41037","38503"
"13.05.2024 04:00 - 13.05.2024 04:15","41539","39145"
"13.05.2024 04:15 - 13.05.2024 04:30","42108","39620"
"13.05.2024 04:30 - 13.05.2024 04:45","42849","40429"
"13.05.2024 04:45 - 13.05.2024 05:00","43369","40946"
"13.05.2024 05:00 - 13.05.2024 05:15","44723","41951"
"13.05.2024 05:15 - 13.05.2024 05:30","45309","42411"
"13.05.2024 05:30 - 13.05.2024 05:45","46078","43145"
"13.05.2024 05:45 - 13.05.2024 06:00","47522","44547"
"13.05.2024 06:00 - 13.05.2024 06:15","49937","42659"
"13.05.2024 06:15 - 13.05.2024 06:30","52177","49386"
"13.05.2024 06:30 - 13.05.2024 06:45","53719","51272"
"13.05.2024 06:45 - 13.05.2024 07:00","55082","52199"
"13.05.2024 07:00 - 13.05.2024 07:15","56813","53603"
"13.05.2024 07:15 - 13.05.2024 07:30","58330","54457"
"13.05.2024 07:30 - 13.05.2024 07:45","59168","55665"
"13.05.2024 07:45 - 13.05.2024 08:00","60055","56569"
"13.05.2024 08:00 - 13.05.2024 08:15","60778","57497"
"13.05.2024 08:15 - 13.05.2024 08:30","61331","58137"
"13.05.2024 08:30 - 13.05.2024 08:45","61836","58508"
"13.05.2024 08:45 - 13.05.2024 09:00","61752","58533"
"13.05.2024 09:00 - 13.05.2024 09:15","61618","57764"
"13.05.2024 09:15 - 13.05.2024 09:30","61771","58553"
"13.05.2024 09:30 - 13.05.2024 09:45","61979","59277"
"13.05.2024 09:45 - 13.05.2024 10:00","62015","59912"
"13.05.2024 10:00 - 13.05.2024 10:15","61844","59648"
"13.05.2024 10:15 - 13.05.2024 10:30","61968","59981"
"13.05.2024 10:30 - 13.05.2024 10:45","62041","60396"
"13.05.2024 10:45 - 13.05.2024 11:00","61831","60844"
"13.05.2024 11:00 - 13.05.2024 11:15","62102","61117"
"13.05.2024 11:15 - 13.05.2024 11:30","62348","61079"
"13.05.2024 11:30 - 13.05.2024 11:45","62401","60741"
"13.05.2024 11:45 - 13.05.2024 12:00","62457","60887"
"13.05.2024 12:00 - 13.05.2024 12:15","62353","60370"
"13.05.2024 12:15 - 13.05.2024 12:30","62480","59809"
"13.05.2024 12:30 - 13.05.2024 12:45","62450","59853"
"13.05.2024 12:45 - 13.05.2024 13:00","61948","59720"
"13.05.2024 13:00 - 13.05.2024 13:15","61654","59099"
"13.05.2024 13:15 - 13.05.2024 13:30","61284","59171"
"13.05.2024 13:30 - 13.05.2024 13:45","61116","59101"
"13.05.2024 13:45 - 13.05.2024 14:00","60689","58910"
"13.05.2024 14:00 - 13.05.2024 14:15","60537","58818"
"13.05.2024 14:15 - 13.05.2024 14:30","60347","58491"
"13.05.2024 14:30 - 13.05.2024 14:45","60366","58043"
"13.05.2024 14:45 - 13.05.2024 15:00","60408","57560"
"13.05.2024 15:00 - 13.05.2024 15:15","60245","57892"
"13.05.2024 15:15 - 13.05.2024 15:30","59883","57513"
"13.05.2024 15:30 - 13.05.2024 15:45","59653","57059"
"13.05.2024 15:45 - 13.05.2024 16:00","59111","56497"
"13.05.2024 16:00 - 13.05.2024 16:15","58856","56447"
"13.05.2024 16:15 - 13.05.2024 16:30","58303","56468"
"13.05.2024 16:30 - 13.05.2024 16:45","57928","55902"
"13.05.2024 16:45 - 13.05.2024 17:00","57606","55722"
"13.05.2024 17:00 - 13.05.2024 17:15","58104","56028"
"13.05.2024 17:15 - 13.05.2024 17:30","57853","56267"
"13.05.2024 17:30 - 13.05.2024 17:45","58413","56921"
"13.05.2024 17:45 - 13.05.2024 18:00","58304","57012"
"13.05.2024 18:00 - 13.05.2024 18:15","57959","57445"
"13.05.2024 18:15 - 13.05.2024 18:30","57969","57379"
"13.05.2024 18:30 - 13.05.2024 18:45","57995","57917"
"13.05.2024 18:45 - 13.05.2024 19:00","58698","58120"
"13.05.2024 19:00 - 13.05.2024 19:15","58766","58587"
"13.05.2024 19:15 - 13.05.2024 19:30","58244","58409"
"13.05.2024 19:30 - 13.05.2024 19:45","57909","57903"
"13.05.2024 19:45 - 13.05.2024 20:00","57242","57641"
"13.05.2024 20:00 - 13.05.2024 20:15","56753","57224"
"13.05.2024 20:15 - 13.05.2024 20:30","55503","56490"
"13.05.2024 20:30 - 13.05.2024 20:45","55227","55440"
"13.05.2024 20:45 - 13.05.2024 21:00","55103","55003"
"13.05.2024 21:00 - 13.05.2024 21:15","54885","55391"
"13.05.2024 21:15 - 13.05.2024 21:30","54523","55182"
"13.05.2024 21:30 - 13.05.2024 21:45","53776","55151"
"13.05.2024 21:45 - 13.05.2024 22:00","52654","54619"
"13.05.2024 22:00 - 13.05.2024 22:15","51972","54093"
"13.05.2024 22:15 - 13.05.2024 22:30","51750","52320"
"13.05.2024 22:30 - 13.05.2024 22:45","50462","50853"
"13.05.2024 22:45 - 13.05.2024 23:00","49615","49818"
"13.05.2024 23:00 - 13.05.2024 23:15","48506","48144"
"13.05.2024 23:15 - 13.05.2024 23:30","47883","47464"
"13.05.2024 23:30 - 13.05.2024 23:45","47185","46805"
"13.05.2024 23:45 - 14.05.2024 00:00","46754","46522"
"14.05.2024 00:00 - 14.05.2024 00:15","45750","44895"
"14.05.2024 00:15 - 14.05.2024 00:30","45295","44860"
"14.05.2024 00:30 - 14.05.2024 00:45","45205","44400"
"14.05.2024 00:45 - 14.05.2024 01:00","44649","44326"
"14.05.2024 01:00 - 14.05.2024 01:15","43656","43641"
"14.05.2024 01:15 - 14.05.2024 01:30","43489","43413"
"14.05.2024 01:30 - 14.05.2024 01:45","43086","42723"
"14.05.2024 01:45 - 14.05.2024 02:00","42981","42636"
"14.05.2024 02:00 - 14.05.2024 02:15","42880","42095"
"14.05.2024 02:15 - 14.05.2024 02:30","43121","41838"
"14.05.2024 02:30 - 14.05.2024 02:45","43280","41849"
"14.05.2024 02:45 - 14.05.2024 03:00","43224","41765"
"14.05.2024 03:00 - 14.05.2024 03:15","43275","41707"
"14.05.2024 03:15 - 14.05.2024 03:30","43179","41803"
"14.05.2024 03:30 - 14.05.2024 03:45","43256","41802"
"14.05.2024 03:45 - 14.05.2024 04:00","43517","41945"
"14.05.2024 04:00 - 14.05.2024 04:15","43895","42432"
"14.05.2024 04:15 - 14.05.2024 04:30","44290","42572"
"14.05.2024 04:30 - 14.05.2024 04:45","44982","43026"
"14.05.2024 04:45 - 14.05.2024 05:00","45409","43558"
"14.05.2024 05:00 - 14.05.2024 05:15","46704","44457"
"14.05.2024 05:15 - 14.05.2024 05:30","47212","44961"
"14.05.2024 05:30 - 14.05.2024 05:45","47882","45855"
"14.05.2024 05:45 - 14.05.2024 06:00","49243","47012"
"14.05.2024 06:00 - 14.05.2024 06:15","51459","49385"
"14.05.2024 06:15 - 14.05.2024 06:30","53543","51422"
"14.05.2024 06:30 - 14.05.2024 06:45","55051","53169"
"14.05.2024 06:45 - 14.05.2024 07:00","56313","54631"
"14.05.2024 07:00 - 14.05.2024 07:15","58044","55696"
"14.05.2024 07:15 - 14.05.2024 07:30","59524","56930"
"14.05.2024 07:30 - 14.05.2024 07:45","60338","57817"
"14.05.2024 07:45 - 14.05.2024 08:00","61152","58696"
"14.05.2024 08:00 - 14.05.2024 08:15","61697","59220"
"14.05.2024 08:15 - 14.05.2024 08:30","62307","59941"
"14.05.2024 08:30 - 14.05.2024 08:45","62726","60194"
"14.05.2024 08:45 - 14.05.2024 09:00","62629","60571"
"14.05.2024 09:00 - 14.05.2024 09:15","62492","59901"
"14.05.2024 09:15 - 14.05.2024 09:30","62643","60062"
"14.05.2024 09:30 - 14.05.2024 09:45","62660","60719"
"14.05.2024 09:45 - 14.05.2024 10:00","62612","60884"
"14.05.2024 10:00 - 14.05.2024 10:15","62346","60617"
"14.05.2024 10:15 - 14.05.2024 10:30","62450","60782"
"14.05.2024 10:30 - 14.05.2024 10:45","62402","61254"
"14.05.2024 10:45 - 14.05.2024 11:00","62215","61237"
"14.05.2024 11:00 - 14.05.2024 11:15","62562","61294"
"14.05.2024 11:15 - 14.05.2024 11:30","62680","61748"
"14.05.2024 11:30 - 14.05.2024 11:45","62708","62498"
"14.05.2024 11:45 - 14.05.2024 12:00","62759","62186"
"14.05.2024 12:00 - 14.05.2024 12:15","62674","61670"
"14.05.2024 12:15 - 14.05.2024 12:30","62678","61910"
"14.05.2024 12:30 - 14.05.2024 12:45","62742","61867"
"14.05.2024 12:45 - 14.05.2024 13:00","62335","61453"
"14.05.2024 13:00 - 14.05.2024 13:15","62006","61784"
"14.05.2024 13:15 - 14.05.2024 13:30","61686","61332"
"14.05.2024 13:30 - 14.05.2024 13:45","61632","60624"
"14.05.2024 13:45 - 14.05.2024 14:00","61096","60106"
"14.05.2024 14:00 - 14.05.2024 14:15","60792","59598"
"14.05.2024 14:15 - 14.05.2024 14:30","60720","59430"
"14.05.2024 14:30 - 14.05.2024 14:45","60550","59530"
"14.05.2024 14:45 - 14.05.2024 15:00","60517","59272"
"14.05.2024 15:00 - 14.05.2024 15:15","60246","59169"
"14.05.2024 15:15 - 14.05.2024 15:30","59873","58512"
"14.05.2024 15:30 - 14.05.2024 15:45","59795","58271"
"14.05.2024 15:45 - 14.05.2024 16:00","59176","58191"
"14.05.2024 16:00 - 14.05.2024 16:15","58823","58071"
"14.05.2024 16:15 - 14.05.2024 16:30","58406","57721"
"14.05.2024 16:30 - 14.05.2024 16:45","58032","57635"
"14.05.2024 16:45 - 14.05.2024 17:00","57753","57566"
"14.05.2024 17:00 - 14.05.2024 17:15","58278","57166"
"14.05.2024 17:15 - 14.05.2024 17:30","58009","56769"
"14.05.2024 17:30 - 14.05.2024 17:45","58636","57274"
"14.05.2024 17:45 - 14.05.2024 18:00","58472","57958"
"14.05.2024 18:00 - 14.05.2024 18:15","58268","58437"
"14.05.2024 18:15 - 14.05.2024 18:30","58299","58878"
"14.05.2024 18:30 - 14.05.2024 18:45","58297","58844"
"14.05.2024 18:45 - 14.05.2024 19:00","58973","58594"
"14.05.2024 19:00 - 14.05.2024 19:15","59098","59318"
"14.05.2024 19:15 - 14.05.2024 19:30","58516","58460"
"14.05.2024 19:30 - 14.05.2024 19:45","58157","58405"
"14.05.2024 19:45 - 14.05.2024 20:00","57604","57984"
"14.05.2024 20:00 - 14.05.2024 20:15","56968","57011"
"14.05.2024 20:15 - 14.05.2024 20:30","55766","56646"
"14.05.2024 20:30 - 14.05.2024 20:45","55443","56355"
"14.05.2024 20:45 - 14.05.2024 21:00","55235","56026"
"14.05.2024 21:00 - 14.05.2024 21:15","55071","55702"
"14.05.2024 21:15 - 14.05.2024 21:30","54670","55879"
"14.05.2024 21:30 - 14.05.2024 21:45","53904","55885"
"14.05.2024 21:45 - 14.05.2024 22:00","52841","55443"
"14.05.2024 22:00 - 14.05.2024 22:15","52018","55255"
"14.05.2024 22:15 - 14.05.2024 22:30","51680","53427"
"14.05.2024 22:30 - 14.05.2024 22:45","50531","52269"
"14.05.2024 22:45 - 14.05.2024 23:00","49745","51174"
"14.05.2024 23:00 - 14.05.2024 23:15","48611","49983"
"14.05.2024 23:15 - 14.05.2024 23:30","47939","49113"
"14.05.2024 23:30 - 14.05.2024 23:45","47319","48093"
"14.05.2024 23:45 - 15.05.2024 00:00","46984","47375"
"15.05.2024 00:00 - 15.05.2024 00:15","44801","45118"
"15.05.2024 00:15 - 15.05.2024 00:30","43867","44356"
"15.05.2024 00:30 - 15.05.2024 00:45","43526","43708"
"15.05.2024 00:45 - 15.05.2024 01:00","42944","43242"
"15.05.2024 01:00 - 15.05.2024 01:15","42339","42831"
"15.05.2024 01:15 - 15.05.2024 01:30","42152","42366"
"15.05.2024 01:30 - 15.05.2024 01:45","41647","42097"
"15.05.2024 01:45 - 15.05.2024 02:00","41629","41254"
"15.05.2024 02:00 - 15.05.2024 02:15","41394","40853"
"15.05.2024 02:15 - 15.05.2024 02:30","41390","40478"
"15.05.2024 02:30 - 15.05.2024 02:45","41279","40426"
"15.05.2024 02:45 - 15.05.2024 03:00","41277","40118"
"15.05.2024 03:00 - 15.05.2024 03:15","41382","40318"
"15.05.2024 03:15 - 15.05.2024 03:30","41368","40156"
"15.05.2024 03:30 - 15.05.2024 03:45","41382","40339"
"15.05.2024 03:45 - 15.05.2024 04:00","41582","40281"
"15.05.2024 04:00 - 15.05.2024 04:15","42054","40918"
"15.05.2024 04:15 - 15.05.2024 04:30","42543","40999"
"15.05.2024 04:30 - 15.05.2024 04:45","43064","41240"
"15.05.2024 04:45 - 15.05.2024 05:00","44676","41819"
"15.05.2024 05:00 - 15.05.2024 05:15","45969","43021"
"15.05.2024 05:15 - 15.05.2024 05:30","46439","43159"
"15.05.2024 05:30 - 15.05.2024 05:45","47053","44713"
"15.05.2024 05:45 - 15.05.2024 06:00","48516","45932"
"15.05.2024 06:00 - 15.05.2024 06:15","50832","48847"
"15.05.2024 06:15 - 15.05.2024 06:30","52636","50541"
"15.05.2024 06:30 - 15.05.2024 06:45","54169","52175"
"15.05.2024 06:45 - 15.05.2024 07:00","55645","52785"
"15.05.2024 07:00 - 15.05.2024 07:15","57367","54280"
"15.05.2024 07:15 - 15.05.2024 07:30","58481","55147"
"15.05.2024 07:30 - 15.05.2024 07:45","59371","56064"
"15.05.2024 07:45 - 15.05.2024 08:00","60047","56999"
"15.05.2024 08:00 - 15.05.2024 08:15","60502","57153"
"15.05.2024 08:15 - 15.05.2024 08:30","61153","57986"
"15.05.2024 08:30 - 15.05.2024 08:45","61624","58611"
"15.05.2024 08:45 - 15.05.2024 09:00","61655","59268"
"15.05.2024 09:00 - 15.05.2024 09:15","61783","58632"
"15.05.2024 09:15 - 15.05.2024 09:30","62161","59469"
"15.05.2024 09:30 - 15.05.2024 09:45","62446","59798"
"15.05.2024 09:45 - 15.05.2024 10:00","62500","60957"
"15.05.2024 10:00 - 15.05.2024 10:15","62476","57835"
"15.05.2024 10:15 - 15.05.2024 10:30","62734","59052"
"15.05.2024 10:30 - 15.05.2024 10:45","62951","59697"
"15.05.2024 10:45 - 15.05.2024 11:00","62987","62019"
"15.05.2024 11:00 - 15.05.2024 11:15","63495","62773"
"15.05.2024 11:15 - 15.05.2024 11:30","63634","62167"
"15.05.2024 11:30 - 15.05.2024 11:45","63947","62587"
"15.05.2024 11:45 - 15.05.2024 12:00","64057","62910"
"15.05.2024 12:00 - 15.05.2024 12:15","63944","61850"
"15.05.2024 12:15 - 15.05.2024 12:30","64003","61011"
"15.05.2024 12:30 - 15.05.2024 12:45","64201","61065"
"15.05.2024 12:45 - 15.05.2024 13:00","63970","60770"
"15.05.2024 13:00 - 15.05.2024 13:15","63483","60752"
"15.05.2024 13:15 - 15.05.2024 13:30","62887","61752"
"15.05.2024 13:30 - 15.05.2024 13:45","62533","60830"
"15.05.2024 13:45 - 15.05.2024 14:00","61875","60008"
"15.05.2024 14:00 - 15.05.2024 14:15","61500","59954"
"15.05.2024 14:15 - 15.05.2024 14:30","61147","59386"
"15.05.2024 14:30 - 15.05.2024 14:45","60670","59048"
"15.05.2024 14:45 - 15.05.2024 15:00","60631","58055"
"15.05.2024 15:00 - 15.05.2024 15:15","60491","59173"
"15.05.2024 15:15 - 15.05.2024 15:30","60134","58584"
"15.05.2024 15:30 - 15.05.2024 15:45","59783","57901"
"15.05.2024 15:45 - 15.05.2024 16:00","59264","56975"
"15.05.2024 16:00 - 15.05.2024 16:15","59205","56908"
"15.05.2024 16:15 - 15.05.2024 16:30","58812","56594"
"15.05.2024 16:30 - 15.05.2024 16:45","58496","56733"
"15.05.2024 16:45 - 15.05.2024 17:00","58127","56166"
"15.05.2024 17:00 - 15.05.2024 17:15","58602","57809"
"15.05.2024 17:15 - 15.05.2024 17:30","58395","58013"
"15.05.2024 17:30 - 15.05.2024 17:45","58990","58672"
"15.05.2024 17:45 - 15.05.2024 18:00","59104","58610"
"15.05.2024 18:00 - 15.05.2024 18:15","59212","59382"
"15.05.2024 18:15 - 15.05.2024 18:30","59166","59289"
"15.05.2024 18:30 - 15.05.2024 18:45","59099","60100"
