"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"22.02.2023 11:30 - 22.02.2023 11:45","69419","65756"
"22.02.2023 11:45 - 22.02.2023 12:00","69004","65500"
"22.02.2023 12:00 - 22.02.2023 12:15","68827","65166"
"22.02.2023 12:15 - 22.02.2023 12:30","68554","64815"
"22.02.2023 12:30 - 22.02.2023 12:45","68506","64607"
"22.02.2023 12:45 - 22.02.2023 13:00","68266","64506"
"22.02.2023 13:00 - 22.02.2023 13:15","68116","64185"
"22.02.2023 13:15 - 22.02.2023 13:30","67492","63759"
"22.02.2023 13:30 - 22.02.2023 13:45","66989","63155"
"22.02.2023 13:45 - 22.02.2023 14:00","66157","62397"
"22.02.2023 14:00 - 22.02.2023 14:15","65837","62167"
"22.02.2023 14:15 - 22.02.2023 14:30","65573","62057"
"22.02.2023 14:30 - 22.02.2023 14:45","65392","61916"
"22.02.2023 14:45 - 22.02.2023 15:00","65181","61650"
"22.02.2023 15:00 - 22.02.2023 15:15","65140","61755"
"22.02.2023 15:15 - 22.02.2023 15:30","64897","61367"
"22.02.2023 15:30 - 22.02.2023 15:45","64542","61291"
"22.02.2023 15:45 - 22.02.2023 16:00","64252","60669"
"22.02.2023 16:00 - 22.02.2023 16:15","64148","61131"
"22.02.2023 16:15 - 22.02.2023 16:30","63956","60914"
"22.02.2023 16:30 - 22.02.2023 16:45","63968","61258"
"22.02.2023 16:45 - 22.02.2023 17:00","64034","61499"
"22.02.2023 17:00 - 22.02.2023 17:15","64287","61866"
"22.02.2023 17:15 - 22.02.2023 17:30","64519","62693"
"22.02.2023 17:30 - 22.02.2023 17:45","64766","63603"
"22.02.2023 17:45 - 22.02.2023 18:00","65510","64595"
"22.02.2023 18:00 - 22.02.2023 18:15","66166","65710"
"22.02.2023 18:15 - 22.02.2023 18:30","66581","66412"
"22.02.2023 18:30 - 22.02.2023 18:45","66871","66702"
"22.02.2023 18:45 - 22.02.2023 19:00","66806","66618"
"22.02.2023 19:00 - 22.02.2023 19:15","66587","66210"
"22.02.2023 19:15 - 22.02.2023 19:30","66125","65316"
"22.02.2023 19:30 - 22.02.2023 19:45","65720","64686"
"22.02.2023 19:45 - 22.02.2023 20:00","65080","63875"
"22.02.2023 20:00 - 22.02.2023 20:15","64247","62898"
"22.02.2023 20:15 - 22.02.2023 20:30","63554","61825"
"22.02.2023 20:30 - 22.02.2023 20:45","62702","60719"
"22.02.2023 20:45 - 22.02.2023 21:00","61900","59801"
"22.02.2023 21:00 - 22.02.2023 21:15","61094","59085"
"22.02.2023 21:15 - 22.02.2023 21:30","60442","58138"
"22.02.2023 21:30 - 22.02.2023 21:45","59697","57078"
"22.02.2023 21:45 - 22.02.2023 22:00","58817","56237"
"22.02.2023 22:00 - 22.02.2023 22:15","58310","56021"
"22.02.2023 22:15 - 22.02.2023 22:30","57768","55363"
"22.02.2023 22:30 - 22.02.2023 22:45","56922","53829"
"22.02.2023 22:45 - 22.02.2023 23:00","56094","52859"
"22.02.2023 23:00 - 22.02.2023 23:15","55005","52329"
"22.02.2023 23:15 - 22.02.2023 23:30","54397","51511"
"22.02.2023 23:30 - 22.02.2023 23:45","53715","50648"
"22.02.2023 23:45 - 23.02.2023 00:00","52981","49858"
"23.02.2023 00:00 - 23.02.2023 00:15","51336","48762"
"23.02.2023 00:15 - 23.02.2023 00:30","50889","47851"
"23.02.2023 00:30 - 23.02.2023 00:45","50346","47434"
"23.02.2023 00:45 - 23.02.2023 01:00","49726","46789"
"23.02.2023 01:00 - 23.02.2023 01:15","49185","46477"
"23.02.2023 01:15 - 23.02.2023 01:30","48789","46253"
"23.02.2023 01:30 - 23.02.2023 01:45","48563","45794"
"23.02.2023 01:45 - 23.02.2023 02:00","48364","45541"
"23.02.2023 02:00 - 23.02.2023 02:15","48144","45302"
"23.02.2023 02:15 - 23.02.2023 02:30","48149","45077"
"23.02.2023 02:30 - 23.02.2023 02:45","48228","45057"
"23.02.2023 02:45 - 23.02.2023 03:00","48369","45255"
"23.02.2023 03:00 - 23.02.2023 03:15","48420","45242"
"23.02.2023 03:15 - 23.02.2023 03:30","48527","45195"
"23.02.2023 03:30 - 23.02.2023 03:45","48615","45440"
"23.02.2023 03:45 - 23.02.2023 04:00","48696","45792"
"23.02.2023 04:00 - 23.02.2023 04:15","49365","45722"
"23.02.2023 04:15 - 23.02.2023 04:30","49769","45884"
"23.02.2023 04:30 - 23.02.2023 04:45","50204","46482"
"23.02.2023 04:45 - 23.02.2023 05:00","50740","47341"
"23.02.2023 05:00 - 23.02.2023 05:15","51806","48576"
"23.02.2023 05:15 - 23.02.2023 05:30","52365","48967"
"23.02.2023 05:30 - 23.02.2023 05:45","53362","50204"
"23.02.2023 05:45 - 23.02.2023 06:00","54622","51556"
"23.02.2023 06:00 - 23.02.2023 06:15","56966","54250"
"23.02.2023 06:15 - 23.02.2023 06:30","58606","55763"
"23.02.2023 06:30 - 23.02.2023 06:45","59937","57563"
"23.02.2023 06:45 - 23.02.2023 07:00","61064","59057"
"23.02.2023 07:00 - 23.02.2023 07:15","62337","60637"
"23.02.2023 07:15 - 23.02.2023 07:30","63370","61586"
"23.02.2023 07:30 - 23.02.2023 07:45","63838","62236"
"23.02.2023 07:45 - 23.02.2023 08:00","64345","62954"
"23.02.2023 08:00 - 23.02.2023 08:15","65037","63657"
"23.02.2023 08:15 - 23.02.2023 08:30","65491","64093"
"23.02.2023 08:30 - 23.02.2023 08:45","65612","64665"
"23.02.2023 08:45 - 23.02.2023 09:00","65558","64587"
"23.02.2023 09:00 - 23.02.2023 09:15","65412","64433"
"23.02.2023 09:15 - 23.02.2023 09:30","65526","64639"
"23.02.2023 09:30 - 23.02.2023 09:45","65840","65153"
"23.02.2023 09:45 - 23.02.2023 10:00","66108","65388"
"23.02.2023 10:00 - 23.02.2023 10:15","66233","65326"
"23.02.2023 10:15 - 23.02.2023 10:30","66391","65546"
"23.02.2023 10:30 - 23.02.2023 10:45","66647","65708"
"23.02.2023 10:45 - 23.02.2023 11:00","66747","66097"
"23.02.2023 11:00 - 23.02.2023 11:15","66875","66233"
"23.02.2023 11:15 - 23.02.2023 11:30","67240","66710"
"23.02.2023 11:30 - 23.02.2023 11:45","67344","66825"
"23.02.2023 11:45 - 23.02.2023 12:00","67467","66622"
"23.02.2023 12:00 - 23.02.2023 12:15","67004","66063"
"23.02.2023 12:15 - 23.02.2023 12:30","66754","65574"
"23.02.2023 12:30 - 23.02.2023 12:45","66341","65620"
"23.02.2023 12:45 - 23.02.2023 13:00","65858","65349"
"23.02.2023 13:00 - 23.02.2023 13:15","65845","65276"
"23.02.2023 13:15 - 23.02.2023 13:30","65430","65324"
"23.02.2023 13:30 - 23.02.2023 13:45","65050","64706"
"23.02.2023 13:45 - 23.02.2023 14:00","64420","64144"
"23.02.2023 14:00 - 23.02.2023 14:15","63994","63946"
"23.02.2023 14:15 - 23.02.2023 14:30","63808","63538"
"23.02.2023 14:30 - 23.02.2023 14:45","63584","63503"
"23.02.2023 14:45 - 23.02.2023 15:00","63363","63181"
"23.02.2023 15:00 - 23.02.2023 15:15","63327","63208"
"23.02.2023 15:15 - 23.02.2023 15:30","63006","62838"
"23.02.2023 15:30 - 23.02.2023 15:45","62680","62516"
"23.02.2023 15:45 - 23.02.2023 16:00","62412","62666"
"23.02.2023 16:00 - 23.02.2023 16:15","62302","62927"
"23.02.2023 16:15 - 23.02.2023 16:30","62521","62726"
"23.02.2023 16:30 - 23.02.2023 16:45","62557","62706"
"23.02.2023 16:45 - 23.02.2023 17:00","62595","62694"
"23.02.2023 17:00 - 23.02.2023 17:15","63005","63199"
"23.02.2023 17:15 - 23.02.2023 17:30","63192","63785"
"23.02.2023 17:30 - 23.02.2023 17:45","63696","64360"
"23.02.2023 17:45 - 23.02.2023 18:00","64382","65154"
"23.02.2023 18:00 - 23.02.2023 18:15","65036","65812"
"23.02.2023 18:15 - 23.02.2023 18:30","65520","66039"
"23.02.2023 18:30 - 23.02.2023 18:45","65944","66202"
"23.02.2023 18:45 - 23.02.2023 19:00","66009","66078"
"23.02.2023 19:00 - 23.02.2023 19:15","65776","65568"
"23.02.2023 19:15 - 23.02.2023 19:30","65376","64956"
"23.02.2023 19:30 - 23.02.2023 19:45","64972","64269"
"23.02.2023 19:45 - 23.02.2023 20:00","64380","63500"
"23.02.2023 20:00 - 23.02.2023 20:15","63315","62162"
"23.02.2023 20:15 - 23.02.2023 20:30","62484","61281"
"23.02.2023 20:30 - 23.02.2023 20:45","61675","60807"
"23.02.2023 20:45 - 23.02.2023 21:00","60803","59784"
"23.02.2023 21:00 - 23.02.2023 21:15","60043","58952"
"23.02.2023 21:15 - 23.02.2023 21:30","59372","58130"
"23.02.2023 21:30 - 23.02.2023 21:45","58634","57125"
"23.02.2023 21:45 - 23.02.2023 22:00","57774","56199"
"23.02.2023 22:00 - 23.02.2023 22:15","57329","55878"
"23.02.2023 22:15 - 23.02.2023 22:30","56595","55253"
"23.02.2023 22:30 - 23.02.2023 22:45","55634","54361"
"23.02.2023 22:45 - 23.02.2023 23:00","54836","53615"
"23.02.2023 23:00 - 23.02.2023 23:15","53924","52089"
"23.02.2023 23:15 - 23.02.2023 23:30","53262","51279"
"23.02.2023 23:30 - 23.02.2023 23:45","52567","50152"
"23.02.2023 23:45 - 24.02.2023 00:00","51944","49291"
"24.02.2023 00:00 - 24.02.2023 00:15","51235","48660"
"24.02.2023 00:15 - 24.02.2023 00:30","50719","48054"
"24.02.2023 00:30 - 24.02.2023 00:45","50327","47446"
"24.02.2023 00:45 - 24.02.2023 01:00","49843","47088"
"24.02.2023 01:00 - 24.02.2023 01:15","49497","46678"
"24.02.2023 01:15 - 24.02.2023 01:30","49283","46431"
"24.02.2023 01:30 - 24.02.2023 01:45","49035","46148"
"24.02.2023 01:45 - 24.02.2023 02:00","48850","45872"
"24.02.2023 02:00 - 24.02.2023 02:15","48613","45459"
"24.02.2023 02:15 - 24.02.2023 02:30","48473","45260"
"24.02.2023 02:30 - 24.02.2023 02:45","48668","45593"
"24.02.2023 02:45 - 24.02.2023 03:00","48910","45721"
"24.02.2023 03:00 - 24.02.2023 03:15","48992","45513"
"24.02.2023 03:15 - 24.02.2023 03:30","49059","45580"
"24.02.2023 03:30 - 24.02.2023 03:45","49146","46018"
"24.02.2023 03:45 - 24.02.2023 04:00","49358","46074"
"24.02.2023 04:00 - 24.02.2023 04:15","49811","46622"
"24.02.2023 04:15 - 24.02.2023 04:30","50066","46762"
"24.02.2023 04:30 - 24.02.2023 04:45","50451","47345"
"24.02.2023 04:45 - 24.02.2023 05:00","50921","48030"
"24.02.2023 05:00 - 24.02.2023 05:15","52016","49193"
"24.02.2023 05:15 - 24.02.2023 05:30","52429","49824"
"24.02.2023 05:30 - 24.02.2023 05:45","53310","50729"
"24.02.2023 05:45 - 24.02.2023 06:00","54510","52136"
"24.02.2023 06:00 - 24.02.2023 06:15","56764","54828"
"24.02.2023 06:15 - 24.02.2023 06:30","58365","56884"
"24.02.2023 06:30 - 24.02.2023 06:45","59704","58391"
"24.02.2023 06:45 - 24.02.2023 07:00","61014","60015"
"24.02.2023 07:00 - 24.02.2023 07:15","62127","61809"
"24.02.2023 07:15 - 24.02.2023 07:30","63135","62721"
"24.02.2023 07:30 - 24.02.2023 07:45","63712","63612"
"24.02.2023 07:45 - 24.02.2023 08:00","64240","64501"
"24.02.2023 08:00 - 24.02.2023 08:15","65045","65324"
"24.02.2023 08:15 - 24.02.2023 08:30","65619","66053"
"24.02.2023 08:30 - 24.02.2023 08:45","65930","66655"
"24.02.2023 08:45 - 24.02.2023 09:00","66159","66378"
"24.02.2023 09:00 - 24.02.2023 09:15","66245","66568"
"24.02.2023 09:15 - 24.02.2023 09:30","66467","66769"
"24.02.2023 09:30 - 24.02.2023 09:45","66768","67211"
"24.02.2023 09:45 - 24.02.2023 10:00","67096","67421"
"24.02.2023 10:00 - 24.02.2023 10:15","67439","67827"
"24.02.2023 10:15 - 24.02.2023 10:30","67494","68151"
"24.02.2023 10:30 - 24.02.2023 10:45","67757","67841"
"24.02.2023 10:45 - 24.02.2023 11:00","67955","67888"
"24.02.2023 11:00 - 24.02.2023 11:15","68067","67720"
"24.02.2023 11:15 - 24.02.2023 11:30","68355","68137"
"24.02.2023 11:30 - 24.02.2023 11:45","68647","68011"
"24.02.2023 11:45 - 24.02.2023 12:00","68719","67858"
"24.02.2023 12:00 - 24.02.2023 12:15","68415","67789"
"24.02.2023 12:15 - 24.02.2023 12:30","68211","67453"
"24.02.2023 12:30 - 24.02.2023 12:45","68029","67079"
"24.02.2023 12:45 - 24.02.2023 13:00","67711","66924"
"24.02.2023 13:00 - 24.02.2023 13:15","67530","66676"
"24.02.2023 13:15 - 24.02.2023 13:30","67041","66402"
"24.02.2023 13:30 - 24.02.2023 13:45","66677","65830"
"24.02.2023 13:45 - 24.02.2023 14:00","65928","65354"
"24.02.2023 14:00 - 24.02.2023 14:15","65173","64836"
"24.02.2023 14:15 - 24.02.2023 14:30","64924","64516"
"24.02.2023 14:30 - 24.02.2023 14:45","64614","64204"
"24.02.2023 14:45 - 24.02.2023 15:00","64280","63888"
"24.02.2023 15:00 - 24.02.2023 15:15","64382","63992"
"24.02.2023 15:15 - 24.02.2023 15:30","64015","63716"
"24.02.2023 15:30 - 24.02.2023 15:45","63698","63389"
"24.02.2023 15:45 - 24.02.2023 16:00","63518","62922"
"24.02.2023 16:00 - 24.02.2023 16:15","63454","62988"
"24.02.2023 16:15 - 24.02.2023 16:30","63261","63107"
"24.02.2023 16:30 - 24.02.2023 16:45","63318","62923"
"24.02.2023 16:45 - 24.02.2023 17:00","63233","62949"
"24.02.2023 17:00 - 24.02.2023 17:15","63411","63342"
"24.02.2023 17:15 - 24.02.2023 17:30","63606","63587"
"24.02.2023 17:30 - 24.02.2023 17:45","64092","63833"
"24.02.2023 17:45 - 24.02.2023 18:00","64637","64518"
"24.02.2023 18:00 - 24.02.2023 18:15","65186","65508"
"24.02.2023 18:15 - 24.02.2023 18:30","65481","65837"
"24.02.2023 18:30 - 24.02.2023 18:45","65769","65968"
"24.02.2023 18:45 - 24.02.2023 19:00","65794","65900"
"24.02.2023 19:00 - 24.02.2023 19:15","65571","64878"
"24.02.2023 19:15 - 24.02.2023 19:30","64977","64136"
"24.02.2023 19:30 - 24.02.2023 19:45","64480","63235"
"24.02.2023 19:45 - 24.02.2023 20:00","63779","62268"
"24.02.2023 20:00 - 24.02.2023 20:15","62804","60944"
"24.02.2023 20:15 - 24.02.2023 20:30","61905","60185"
"24.02.2023 20:30 - 24.02.2023 20:45","60932","59605"
"24.02.2023 20:45 - 24.02.2023 21:00","60086","58797"
"24.02.2023 21:00 - 24.02.2023 21:15","59461","57827"
"24.02.2023 21:15 - 24.02.2023 21:30","58944","57153"
"24.02.2023 21:30 - 24.02.2023 21:45","58222","56430"
"24.02.2023 21:45 - 24.02.2023 22:00","57409","55418"
"24.02.2023 22:00 - 24.02.2023 22:15","56863","55464"
"24.02.2023 22:15 - 24.02.2023 22:30","56261","54554"
"24.02.2023 22:30 - 24.02.2023 22:45","55467","53772"
"24.02.2023 22:45 - 24.02.2023 23:00","54726","52990"
"24.02.2023 23:00 - 24.02.2023 23:15","53775","52021"
"24.02.2023 23:15 - 24.02.2023 23:30","52957","51512"
"24.02.2023 23:30 - 24.02.2023 23:45","52216","50963"
"24.02.2023 23:45 - 25.02.2023 00:00","51610","50323"
"25.02.2023 00:00 - 25.02.2023 00:15","53181","49592"
"25.02.2023 00:15 - 25.02.2023 00:30","52736","48960"
"25.02.2023 00:30 - 25.02.2023 00:45","52068","48586"
"25.02.2023 00:45 - 25.02.2023 01:00","51604","48258"
"25.02.2023 01:00 - 25.02.2023 01:15","50997","47564"
"25.02.2023 01:15 - 25.02.2023 01:30","50584","47425"
"25.02.2023 01:30 - 25.02.2023 01:45","50071","46967"
"25.02.2023 01:45 - 25.02.2023 02:00","49944","47248"
"25.02.2023 02:00 - 25.02.2023 02:15","49570","47295"
"25.02.2023 02:15 - 25.02.2023 02:30","49321","47241"
"25.02.2023 02:30 - 25.02.2023 02:45","49335","47464"
"25.02.2023 02:45 - 25.02.2023 03:00","49165","47476"
"25.02.2023 03:00 - 25.02.2023 03:15","49118","47648"
"25.02.2023 03:15 - 25.02.2023 03:30","49024","47741"
"25.02.2023 03:30 - 25.02.2023 03:45","48973","47749"
"25.02.2023 03:45 - 25.02.2023 04:00","49042","47498"
"25.02.2023 04:00 - 25.02.2023 04:15","49003","47473"
"25.02.2023 04:15 - 25.02.2023 04:30","49079","47642"
"25.02.2023 04:30 - 25.02.2023 04:45","49053","47690"
"25.02.2023 04:45 - 25.02.2023 05:00","49047","47643"
"25.02.2023 05:00 - 25.02.2023 05:15","49046","47517"
"25.02.2023 05:15 - 25.02.2023 05:30","49028","47487"
"25.02.2023 05:30 - 25.02.2023 05:45","49014","47201"
"25.02.2023 05:45 - 25.02.2023 06:00","49205","47473"
"25.02.2023 06:00 - 25.02.2023 06:15","49373","48255"
"25.02.2023 06:15 - 25.02.2023 06:30","49639","48644"
"25.02.2023 06:30 - 25.02.2023 06:45","49840","49045"
"25.02.2023 06:45 - 25.02.2023 07:00","50311","49590"
"25.02.2023 07:00 - 25.02.2023 07:15","50913","50153"
"25.02.2023 07:15 - 25.02.2023 07:30","51568","50720"
"25.02.2023 07:30 - 25.02.2023 07:45","52021","51451"
"25.02.2023 07:45 - 25.02.2023 08:00","52694","52334"
"25.02.2023 08:00 - 25.02.2023 08:15","53752","53672"
"25.02.2023 08:15 - 25.02.2023 08:30","54519","54282"
"25.02.2023 08:30 - 25.02.2023 08:45","55365","55132"
"25.02.2023 08:45 - 25.02.2023 09:00","56156","55649"
"25.02.2023 09:00 - 25.02.2023 09:15","56987","56616"
"25.02.2023 09:15 - 25.02.2023 09:30","57691","57435"
"25.02.2023 09:30 - 25.02.2023 09:45","58222","57629"
"25.02.2023 09:45 - 25.02.2023 10:00","58791","58233"
"25.02.2023 10:00 - 25.02.2023 10:15","59503","58901"
"25.02.2023 10:15 - 25.02.2023 10:30","59886","59338"
"25.02.2023 10:30 - 25.02.2023 10:45","60208","59571"
"25.02.2023 10:45 - 25.02.2023 11:00","60472","59629"
"25.02.2023 11:00 - 25.02.2023 11:15","60807","60094"
"25.02.2023 11:15 - 25.02.2023 11:30","61176","60233"
"25.02.2023 11:30 - 25.02.2023 11:45","61242","60089"
"25.02.2023 11:45 - 25.02.2023 12:00","61170","59850"
"25.02.2023 12:00 - 25.02.2023 12:15","60961","59967"
"25.02.2023 12:15 - 25.02.2023 12:30","60716","60145"
"25.02.2023 12:30 - 25.02.2023 12:45","60292","60140"
"25.02.2023 12:45 - 25.02.2023 13:00","59826","59590"
"25.02.2023 13:00 - 25.02.2023 13:15","59645","59026"
"25.02.2023 13:15 - 25.02.2023 13:30","59117","58669"
"25.02.2023 13:30 - 25.02.2023 13:45","58723","57957"
"25.02.2023 13:45 - 25.02.2023 14:00","58117","57332"
"25.02.2023 14:00 - 25.02.2023 14:15","57780","56560"
"25.02.2023 14:15 - 25.02.2023 14:30","57359","56014"
"25.02.2023 14:30 - 25.02.2023 14:45","57160","55926"
"25.02.2023 14:45 - 25.02.2023 15:00","56904","54820"
"25.02.2023 15:00 - 25.02.2023 15:15","56669","54819"
"25.02.2023 15:15 - 25.02.2023 15:30","56458","54610"
"25.02.2023 15:30 - 25.02.2023 15:45","56421","54100"
"25.02.2023 15:45 - 25.02.2023 16:00","56258","54220"
"25.02.2023 16:00 - 25.02.2023 16:15","56348","54796"
"25.02.2023 16:15 - 25.02.2023 16:30","56249","54395"
"25.02.2023 16:30 - 25.02.2023 16:45","56394","54519"
"25.02.2023 16:45 - 25.02.2023 17:00","56423","54961"
"25.02.2023 17:00 - 25.02.2023 17:15","57021","55664"
"25.02.2023 17:15 - 25.02.2023 17:30","57307","56318"
"25.02.2023 17:30 - 25.02.2023 17:45","57962","56805"
"25.02.2023 17:45 - 25.02.2023 18:00","58490","57896"
"25.02.2023 18:00 - 25.02.2023 18:15","59303","59483"
"25.02.2023 18:15 - 25.02.2023 18:30","59523","60465"
"25.02.2023 18:30 - 25.02.2023 18:45","59609","60742"
"25.02.2023 18:45 - 25.02.2023 19:00","59576","60375"
"25.02.2023 19:00 - 25.02.2023 19:15","59255","59618"
"25.02.2023 19:15 - 25.02.2023 19:30","58737","59189"
"25.02.2023 19:30 - 25.02.2023 19:45","58384","58474"
"25.02.2023 19:45 - 25.02.2023 20:00","57566","57853"
"25.02.2023 20:00 - 25.02.2023 20:15","56894","56477"
"25.02.2023 20:15 - 25.02.2023 20:30","55926","55196"
"25.02.2023 20:30 - 25.02.2023 20:45","55215","54203"
"25.02.2023 20:45 - 25.02.2023 21:00","54566","53839"
"25.02.2023 21:00 - 25.02.2023 21:15","54063","53331"
"25.02.2023 21:15 - 25.02.2023 21:30","53801","52840"
"25.02.2023 21:30 - 25.02.2023 21:45","53194","52365"
"25.02.2023 21:45 - 25.02.2023 22:00","52707","52091"
"25.02.2023 22:00 - 25.02.2023 22:15","52682","52269"
"25.02.2023 22:15 - 25.02.2023 22:30","52304","51943"
"25.02.2023 22:30 - 25.02.2023 22:45","51781","51347"
"25.02.2023 22:45 - 25.02.2023 23:00","51151","50792"
"25.02.2023 23:00 - 25.02.2023 23:15","50473","50020"
"25.02.2023 23:15 - 25.02.2023 23:30","49881","49475"
"25.02.2023 23:30 - 25.02.2023 23:45","49301","48708"
"25.02.2023 23:45 - 26.02.2023 00:00","48616","47834"
"26.02.2023 00:00 - 26.02.2023 00:15","48291","47078"
"26.02.2023 00:15 - 26.02.2023 00:30","47836","46571"
"26.02.2023 00:30 - 26.02.2023 00:45","47271","46198"
"26.02.2023 00:45 - 26.02.2023 01:00","46874","45750"
"26.02.2023 01:00 - 26.02.2023 01:15","46436","45720"
"26.02.2023 01:15 - 26.02.2023 01:30","45958","44686"
"26.02.2023 01:30 - 26.02.2023 01:45","45706","44331"
"26.02.2023 01:45 - 26.02.2023 02:00","45532","43973"
"26.02.2023 02:00 - 26.02.2023 02:15","45298","43733"
"26.02.2023 02:15 - 26.02.2023 02:30","45220","43418"
"26.02.2023 02:30 - 26.02.2023 02:45","45255","43425"
"26.02.2023 02:45 - 26.02.2023 03:00","45376","43143"
"26.02.2023 03:00 - 26.02.2023 03:15","45429","43305"
"26.02.2023 03:15 - 26.02.2023 03:30","45477","42951"
"26.02.2023 03:30 - 26.02.2023 03:45","45465","42940"
"26.02.2023 03:45 - 26.02.2023 04:00","45428","42723"
"26.02.2023 04:00 - 26.02.2023 04:15","45633","42802"
"26.02.2023 04:15 - 26.02.2023 04:30","45669","42812"
"26.02.2023 04:30 - 26.02.2023 04:45","45750","42785"
"26.02.2023 04:45 - 26.02.2023 05:00","45734","42953"
"26.02.2023 05:00 - 26.02.2023 05:15","45698","43265"
"26.02.2023 05:15 - 26.02.2023 05:30","45686","42922"
"26.02.2023 05:30 - 26.02.2023 05:45","45611","42885"
"26.02.2023 05:45 - 26.02.2023 06:00","45460","42553"
"26.02.2023 06:00 - 26.02.2023 06:15","45231","42762"
"26.02.2023 06:15 - 26.02.2023 06:30","45335","42751"
"26.02.2023 06:30 - 26.02.2023 06:45","45497","42841"
"26.02.2023 06:45 - 26.02.2023 07:00","45633","43420"
"26.02.2023 07:00 - 26.02.2023 07:15","45838","43864"
"26.02.2023 07:15 - 26.02.2023 07:30","46167","44297"
"26.02.2023 07:30 - 26.02.2023 07:45","46671","44945"
"26.02.2023 07:45 - 26.02.2023 08:00","47250","45813"
"26.02.2023 08:00 - 26.02.2023 08:15","47989","46588"
"26.02.2023 08:15 - 26.02.2023 08:30","48895","47479"
"26.02.2023 08:30 - 26.02.2023 08:45","49555","48126"
"26.02.2023 08:45 - 26.02.2023 09:00","50081","48628"
"26.02.2023 09:00 - 26.02.2023 09:15","50940","49674"
"26.02.2023 09:15 - 26.02.2023 09:30","51482","50110"
"26.02.2023 09:30 - 26.02.2023 09:45","52097","50644"
"26.02.2023 09:45 - 26.02.2023 10:00","52576","51125"
"26.02.2023 10:00 - 26.02.2023 10:15","53505","51764"
"26.02.2023 10:15 - 26.02.2023 10:30","53864","51884"
"26.02.2023 10:30 - 26.02.2023 10:45","54250","52631"
"26.02.2023 10:45 - 26.02.2023 11:00","54694","52945"
"26.02.2023 11:00 - 26.02.2023 11:15","55346","53784"
"26.02.2023 11:15 - 26.02.2023 11:30","55826","54352"
"26.02.2023 11:30 - 26.02.2023 11:45","56008","55050"
"26.02.2023 11:45 - 26.02.2023 12:00","56029","55332"
"26.02.2023 12:00 - 26.02.2023 12:15","56021","55496"
"26.02.2023 12:15 - 26.02.2023 12:30","55708","55400"
"26.02.2023 12:30 - 26.02.2023 12:45","55376","55003"
"26.02.2023 12:45 - 26.02.2023 13:00","55024","54530"
"26.02.2023 13:00 - 26.02.2023 13:15","54839","53949"
"26.02.2023 13:15 - 26.02.2023 13:30","54286","53152"
"26.02.2023 13:30 - 26.02.2023 13:45","53885","52254"
"26.02.2023 13:45 - 26.02.2023 14:00","53304","51877"
"26.02.2023 14:00 - 26.02.2023 14:15","52998","51596"
"26.02.2023 14:15 - 26.02.2023 14:30","52549","51267"
"26.02.2023 14:30 - 26.02.2023 14:45","52387","50847"
"26.02.2023 14:45 - 26.02.2023 15:00","52151","50848"
"26.02.2023 15:00 - 26.02.2023 15:15","52233","50873"
