"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"04.08.2023 09:15 - 04.08.2023 09:30","56182","58019"
"04.08.2023 09:30 - 04.08.2023 09:45","56434","58212"
"04.08.2023 09:45 - 04.08.2023 10:00","56548","58504"
"04.08.2023 10:00 - 04.08.2023 10:15","56808","58545"
"04.08.2023 10:15 - 04.08.2023 10:30","57171","58770"
"04.08.2023 10:30 - 04.08.2023 10:45","57367","58865"
"04.08.2023 10:45 - 04.08.2023 11:00","57600","59274"
"04.08.2023 11:00 - 04.08.2023 11:15","57846","59233"
"04.08.2023 11:15 - 04.08.2023 11:30","58179","59388"
"04.08.2023 11:30 - 04.08.2023 11:45","58432","59106"
"04.08.2023 11:45 - 04.08.2023 12:00","58672","58975"
"04.08.2023 12:00 - 04.08.2023 12:15","58923","58861"
"04.08.2023 12:15 - 04.08.2023 12:30","58881","58435"
"04.08.2023 12:30 - 04.08.2023 12:45","58477","58230"
"04.08.2023 12:45 - 04.08.2023 13:00","58342","57716"
"04.08.2023 13:00 - 04.08.2023 13:15","58294","57687"
"04.08.2023 13:15 - 04.08.2023 13:30","57881","57028"
"04.08.2023 13:30 - 04.08.2023 13:45","57530","56495"
"04.08.2023 13:45 - 04.08.2023 14:00","57145","55778"
"04.08.2023 14:00 - 04.08.2023 14:15","56931","55296"
"04.08.2023 14:15 - 04.08.2023 14:30","57064","55037"
"04.08.2023 14:30 - 04.08.2023 14:45","56573","55085"
"04.08.2023 14:45 - 04.08.2023 15:00","56125","55161"
"04.08.2023 15:00 - 04.08.2023 15:15","56242","55080"
"04.08.2023 15:15 - 04.08.2023 15:30","56075","54845"
"04.08.2023 15:30 - 04.08.2023 15:45","55653","54817"
"04.08.2023 15:45 - 04.08.2023 16:00","55160","54497"
"04.08.2023 16:00 - 04.08.2023 16:15","54922","54106"
"04.08.2023 16:15 - 04.08.2023 16:30","54193","53785"
"04.08.2023 16:30 - 04.08.2023 16:45","54110","53084"
"04.08.2023 16:45 - 04.08.2023 17:00","53575","52900"
"04.08.2023 17:00 - 04.08.2023 17:15","53304","53257"
"04.08.2023 17:15 - 04.08.2023 17:30","53027","52886"
"04.08.2023 17:30 - 04.08.2023 17:45","53138","53267"
"04.08.2023 17:45 - 04.08.2023 18:00","53086","53258"
"04.08.2023 18:00 - 04.08.2023 18:15","52568","53405"
"04.08.2023 18:15 - 04.08.2023 18:30","52072","53239"
"04.08.2023 18:30 - 04.08.2023 18:45","51970","53239"
"04.08.2023 18:45 - 04.08.2023 19:00","51682","52926"
"04.08.2023 19:00 - 04.08.2023 19:15","51293","52783"
"04.08.2023 19:15 - 04.08.2023 19:30","50523","52379"
"04.08.2023 19:30 - 04.08.2023 19:45","49988","52237"
"04.08.2023 19:45 - 04.08.2023 20:00","49495","51675"
"04.08.2023 20:00 - 04.08.2023 20:15","49019","50911"
"04.08.2023 20:15 - 04.08.2023 20:30","48405","50012"
"04.08.2023 20:30 - 04.08.2023 20:45","48143","49407"
"04.08.2023 20:45 - 04.08.2023 21:00","47954","48915"
"04.08.2023 21:00 - 04.08.2023 21:15","47637","48657"
"04.08.2023 21:15 - 04.08.2023 21:30","47412","48469"
"04.08.2023 21:30 - 04.08.2023 21:45","46932","47876"
"04.08.2023 21:45 - 04.08.2023 22:00","46161","47611"
"04.08.2023 22:00 - 04.08.2023 22:15","45385","46785"
"04.08.2023 22:15 - 04.08.2023 22:30","44380","45844"
"04.08.2023 22:30 - 04.08.2023 22:45","43267","44812"
"04.08.2023 22:45 - 04.08.2023 23:00","42499","44149"
"04.08.2023 23:00 - 04.08.2023 23:15","41679","43400"
"04.08.2023 23:15 - 04.08.2023 23:30","40822","42695"
"04.08.2023 23:30 - 04.08.2023 23:45","40292","41713"
"04.08.2023 23:45 - 05.08.2023 00:00","39929","41349"
"05.08.2023 00:00 - 05.08.2023 00:15","39362","40404"
"05.08.2023 00:15 - 05.08.2023 00:30","38943","39993"
"05.08.2023 00:30 - 05.08.2023 00:45","38451","39639"
"05.08.2023 00:45 - 05.08.2023 01:00","38092","39227"
"05.08.2023 01:00 - 05.08.2023 01:15","37224","38494"
"05.08.2023 01:15 - 05.08.2023 01:30","36865","38069"
"05.08.2023 01:30 - 05.08.2023 01:45","36374","37739"
"05.08.2023 01:45 - 05.08.2023 02:00","36199","37310"
"05.08.2023 02:00 - 05.08.2023 02:15","36073","36759"
"05.08.2023 02:15 - 05.08.2023 02:30","35696","36591"
"05.08.2023 02:30 - 05.08.2023 02:45","35547","36336"
"05.08.2023 02:45 - 05.08.2023 03:00","35446","36211"
"05.08.2023 03:00 - 05.08.2023 03:15","35157","36216"
"05.08.2023 03:15 - 05.08.2023 03:30","35031","36080"
"05.08.2023 03:30 - 05.08.2023 03:45","34925","35929"
"05.08.2023 03:45 - 05.08.2023 04:00","34940","35867"
"05.08.2023 04:00 - 05.08.2023 04:15","35220","35915"
"05.08.2023 04:15 - 05.08.2023 04:30","35143","35787"
"05.08.2023 04:30 - 05.08.2023 04:45","35243","35930"
"05.08.2023 04:45 - 05.08.2023 05:00","35186","36335"
"05.08.2023 05:00 - 05.08.2023 05:15","35461","36635"
"05.08.2023 05:15 - 05.08.2023 05:30","35411","36574"
"05.08.2023 05:30 - 05.08.2023 05:45","35431","36574"
"05.08.2023 05:45 - 05.08.2023 06:00","35453","36758"
"05.08.2023 06:00 - 05.08.2023 06:15","35548","37470"
"05.08.2023 06:15 - 05.08.2023 06:30","36030","37775"
"05.08.2023 06:30 - 05.08.2023 06:45","36218","38057"
"05.08.2023 06:45 - 05.08.2023 07:00","36544","38483"
"05.08.2023 07:00 - 05.08.2023 07:15","37192","39187"
"05.08.2023 07:15 - 05.08.2023 07:30","37851","39724"
"05.08.2023 07:30 - 05.08.2023 07:45","38838","40417"
"05.08.2023 07:45 - 05.08.2023 08:00","39498","41321"
"05.08.2023 08:00 - 05.08.2023 08:15","40560","42214"
"05.08.2023 08:15 - 05.08.2023 08:30","41385","43129"
"05.08.2023 08:30 - 05.08.2023 08:45","42284","43774"
"05.08.2023 08:45 - 05.08.2023 09:00","42811","44168"
"05.08.2023 09:00 - 05.08.2023 09:15","43704","44848"
"05.08.2023 09:15 - 05.08.2023 09:30","44187","45433"
"05.08.2023 09:30 - 05.08.2023 09:45","44833","45806"
"05.08.2023 09:45 - 05.08.2023 10:00","45493","45939"
"05.08.2023 10:00 - 05.08.2023 10:15","46140","46456"
"05.08.2023 10:15 - 05.08.2023 10:30","46258","46831"
"05.08.2023 10:30 - 05.08.2023 10:45","46168","46893"
"05.08.2023 10:45 - 05.08.2023 11:00","46410","46931"
"05.08.2023 11:00 - 05.08.2023 11:15","46589","47042"
"05.08.2023 11:15 - 05.08.2023 11:30","46633","47728"
"05.08.2023 11:30 - 05.08.2023 11:45","47126","48110"
"05.08.2023 11:45 - 05.08.2023 12:00","47355","48328"
"05.08.2023 12:00 - 05.08.2023 12:15","47294","48088"
"05.08.2023 12:15 - 05.08.2023 12:30","47036","47814"
"05.08.2023 12:30 - 05.08.2023 12:45","46902","47728"
"05.08.2023 12:45 - 05.08.2023 13:00","46610","47084"
"05.08.2023 13:00 - 05.08.2023 13:15","46622","46779"
"05.08.2023 13:15 - 05.08.2023 13:30","46001","46531"
"05.08.2023 13:30 - 05.08.2023 13:45","45598","46140"
"05.08.2023 13:45 - 05.08.2023 14:00","45481","46005"
"05.08.2023 14:00 - 05.08.2023 14:15","45668","45578"
"05.08.2023 14:15 - 05.08.2023 14:30","45751","45171"
"05.08.2023 14:30 - 05.08.2023 14:45","45145","44935"
"05.08.2023 14:45 - 05.08.2023 15:00","45055","44414"
"05.08.2023 15:00 - 05.08.2023 15:15","45039","44641"
"05.08.2023 15:15 - 05.08.2023 15:30","44695","44271"
"05.08.2023 15:30 - 05.08.2023 15:45","44339","44301"
"05.08.2023 15:45 - 05.08.2023 16:00","43937","44232"
"05.08.2023 16:00 - 05.08.2023 16:15","43487","44363"
"05.08.2023 16:15 - 05.08.2023 16:30","43103","44479"
"05.08.2023 16:30 - 05.08.2023 16:45","43080","44389"
"05.08.2023 16:45 - 05.08.2023 17:00","43187","44499"
"05.08.2023 17:00 - 05.08.2023 17:15","42997","44799"
"05.08.2023 17:15 - 05.08.2023 17:30","42820","45059"
"05.08.2023 17:30 - 05.08.2023 17:45","42990","44970"
"05.08.2023 17:45 - 05.08.2023 18:00","43327","45297"
"05.08.2023 18:00 - 05.08.2023 18:15","43416","45746"
"05.08.2023 18:15 - 05.08.2023 18:30","43023","45604"
"05.08.2023 18:30 - 05.08.2023 18:45","43098","45378"
"05.08.2023 18:45 - 05.08.2023 19:00","42769","45376"
"05.08.2023 19:00 - 05.08.2023 19:15","42819","45404"
"05.08.2023 19:15 - 05.08.2023 19:30","42401","45104"
"05.08.2023 19:30 - 05.08.2023 19:45","42068","44749"
"05.08.2023 19:45 - 05.08.2023 20:00","41778","44601"
"05.08.2023 20:00 - 05.08.2023 20:15","41632","44228"
"05.08.2023 20:15 - 05.08.2023 20:30","41074","43687"
"05.08.2023 20:30 - 05.08.2023 20:45","40863","43284"
"05.08.2023 20:45 - 05.08.2023 21:00","40591","42890"
"05.08.2023 21:00 - 05.08.2023 21:15","40523","42544"
"05.08.2023 21:15 - 05.08.2023 21:30","40421","42872"
"05.08.2023 21:30 - 05.08.2023 21:45","40133","42518"
"05.08.2023 21:45 - 05.08.2023 22:00","39708","41952"
"05.08.2023 22:00 - 05.08.2023 22:15","39568","41784"
"05.08.2023 22:15 - 05.08.2023 22:30","38808","41179"
"05.08.2023 22:30 - 05.08.2023 22:45","38115","40371"
"05.08.2023 22:45 - 05.08.2023 23:00","37512","39600"
"05.08.2023 23:00 - 05.08.2023 23:15","36475","38966"
"05.08.2023 23:15 - 05.08.2023 23:30","35890","38562"
"05.08.2023 23:30 - 05.08.2023 23:45","35377","38138"
"05.08.2023 23:45 - 06.08.2023 00:00","34992","37698"
"06.08.2023 00:00 - 06.08.2023 00:15","34352","36657"
"06.08.2023 00:15 - 06.08.2023 00:30","33839","35988"
"06.08.2023 00:30 - 06.08.2023 00:45","33509","35692"
"06.08.2023 00:45 - 06.08.2023 01:00","33194","35330"
"06.08.2023 01:00 - 06.08.2023 01:15","32940","35156"
"06.08.2023 01:15 - 06.08.2023 01:30","32599","34802"
"06.08.2023 01:30 - 06.08.2023 01:45","32341","34630"
"06.08.2023 01:45 - 06.08.2023 02:00","32110","34101"
"06.08.2023 02:00 - 06.08.2023 02:15","31838","34088"
"06.08.2023 02:15 - 06.08.2023 02:30","31700","33877"
"06.08.2023 02:30 - 06.08.2023 02:45","31474","33683"
"06.08.2023 02:45 - 06.08.2023 03:00","31293","33675"
"06.08.2023 03:00 - 06.08.2023 03:15","31278","33643"
"06.08.2023 03:15 - 06.08.2023 03:30","31168","33710"
"06.08.2023 03:30 - 06.08.2023 03:45","31032","33673"
"06.08.2023 03:45 - 06.08.2023 04:00","31064","33301"
"06.08.2023 04:00 - 06.08.2023 04:15","31259","33456"
"06.08.2023 04:15 - 06.08.2023 04:30","31226","33338"
"06.08.2023 04:30 - 06.08.2023 04:45","31310","33353"
"06.08.2023 04:45 - 06.08.2023 05:00","31138","33318"
"06.08.2023 05:00 - 06.08.2023 05:15","31012","33328"
"06.08.2023 05:15 - 06.08.2023 05:30","30912","33521"
"06.08.2023 05:30 - 06.08.2023 05:45","30910","33537"
"06.08.2023 05:45 - 06.08.2023 06:00","30739","33476"
"06.08.2023 06:00 - 06.08.2023 06:15","30849","33536"
"06.08.2023 06:15 - 06.08.2023 06:30","31073","33450"
"06.08.2023 06:30 - 06.08.2023 06:45","31144","33643"
"06.08.2023 06:45 - 06.08.2023 07:00","31489","33779"
"06.08.2023 07:00 - 06.08.2023 07:15","32185","34412"
"06.08.2023 07:15 - 06.08.2023 07:30","32865","34893"
"06.08.2023 07:30 - 06.08.2023 07:45","33536","35394"
"06.08.2023 07:45 - 06.08.2023 08:00","34055","36102"
"06.08.2023 08:00 - 06.08.2023 08:15","35251","37044"
"06.08.2023 08:15 - 06.08.2023 08:30","36129","37898"
"06.08.2023 08:30 - 06.08.2023 08:45","36967","38529"
"06.08.2023 08:45 - 06.08.2023 09:00","38056","38938"
"06.08.2023 09:00 - 06.08.2023 09:15","39652","39759"
"06.08.2023 09:15 - 06.08.2023 09:30","40619","40950"
"06.08.2023 09:30 - 06.08.2023 09:45","41057","41927"
"06.08.2023 09:45 - 06.08.2023 10:00","41562","42752"
"06.08.2023 10:00 - 06.08.2023 10:15","42815","43363"
"06.08.2023 10:15 - 06.08.2023 10:30","43333","43977"
"06.08.2023 10:30 - 06.08.2023 10:45","43938","44318"
"06.08.2023 10:45 - 06.08.2023 11:00","44074","44557"
"06.08.2023 11:00 - 06.08.2023 11:15","44723","44946"
"06.08.2023 11:15 - 06.08.2023 11:30","45128","45719"
"06.08.2023 11:30 - 06.08.2023 11:45","45553","46305"
"06.08.2023 11:45 - 06.08.2023 12:00","46004","46954"
"06.08.2023 12:00 - 06.08.2023 12:15","46866","46773"
"06.08.2023 12:15 - 06.08.2023 12:30","46907","46588"
"06.08.2023 12:30 - 06.08.2023 12:45","46463","46508"
"06.08.2023 12:45 - 06.08.2023 13:00","46081","46237"
"06.08.2023 13:00 - 06.08.2023 13:15","46189","46152"
"06.08.2023 13:15 - 06.08.2023 13:30","45376","45766"
"06.08.2023 13:30 - 06.08.2023 13:45","45427","45584"
"06.08.2023 13:45 - 06.08.2023 14:00","44831","45858"
"06.08.2023 14:00 - 06.08.2023 14:15","44109","45001"
"06.08.2023 14:15 - 06.08.2023 14:30","44197","44753"
"06.08.2023 14:30 - 06.08.2023 14:45","44123","44587"
"06.08.2023 14:45 - 06.08.2023 15:00","44135","44162"
"06.08.2023 15:00 - 06.08.2023 15:15","43686","44468"
"06.08.2023 15:15 - 06.08.2023 15:30","43612","44192"
"06.08.2023 15:30 - 06.08.2023 15:45","43552","44119"
"06.08.2023 15:45 - 06.08.2023 16:00","43704","44051"
"06.08.2023 16:00 - 06.08.2023 16:15","43123","44466"
"06.08.2023 16:15 - 06.08.2023 16:30","43036","44024"
"06.08.2023 16:30 - 06.08.2023 16:45","43227","44111"
"06.08.2023 16:45 - 06.08.2023 17:00","42950","44390"
"06.08.2023 17:00 - 06.08.2023 17:15","43681","45335"
"06.08.2023 17:15 - 06.08.2023 17:30","43706","45465"
"06.08.2023 17:30 - 06.08.2023 17:45","44085","45584"
"06.08.2023 17:45 - 06.08.2023 18:00","44334","46388"
"06.08.2023 18:00 - 06.08.2023 18:15","43442","46719"
"06.08.2023 18:15 - 06.08.2023 18:30","42657","46590"
"06.08.2023 18:30 - 06.08.2023 18:45","42895","46561"
"06.08.2023 18:45 - 06.08.2023 19:00","42578","46367"
"06.08.2023 19:00 - 06.08.2023 19:15","42434","46445"
"06.08.2023 19:15 - 06.08.2023 19:30","41814","46183"
"06.08.2023 19:30 - 06.08.2023 19:45","41629","46036"
"06.08.2023 19:45 - 06.08.2023 20:00","41229","45848"
"06.08.2023 20:00 - 06.08.2023 20:15","41023","45625"
"06.08.2023 20:15 - 06.08.2023 20:30","40576","45011"
"06.08.2023 20:30 - 06.08.2023 20:45","40369","44871"
"06.08.2023 20:45 - 06.08.2023 21:00","40056","44822"
"06.08.2023 21:00 - 06.08.2023 21:15","40040","44847"
"06.08.2023 21:15 - 06.08.2023 21:30","40103","44900"
"06.08.2023 21:30 - 06.08.2023 21:45","40076","44744"
"06.08.2023 21:45 - 06.08.2023 22:00","40012","44602"
"06.08.2023 22:00 - 06.08.2023 22:15","40103","44359"
"06.08.2023 22:15 - 06.08.2023 22:30","39707","44115"
"06.08.2023 22:30 - 06.08.2023 22:45","39053","43619"
"06.08.2023 22:45 - 06.08.2023 23:00","38570","42979"
"06.08.2023 23:00 - 06.08.2023 23:15","37869","42037"
"06.08.2023 23:15 - 06.08.2023 23:30","37334","41302"
"06.08.2023 23:30 - 06.08.2023 23:45","36857","41000"
"06.08.2023 23:45 - 07.08.2023 00:00","36368","40476"
"07.08.2023 00:00 - 07.08.2023 00:15","36308","40206"
"07.08.2023 00:15 - 07.08.2023 00:30","35754","39598"
"07.08.2023 00:30 - 07.08.2023 00:45","35537","39135"
"07.08.2023 00:45 - 07.08.2023 01:00","35241","38946"
"07.08.2023 01:00 - 07.08.2023 01:15","34738","38594"
"07.08.2023 01:15 - 07.08.2023 01:30","34585","38348"
"07.08.2023 01:30 - 07.08.2023 01:45","34078","37885"
"07.08.2023 01:45 - 07.08.2023 02:00","33864","38228"
"07.08.2023 02:00 - 07.08.2023 02:15","33541","38217"
"07.08.2023 02:15 - 07.08.2023 02:30","33280","38162"
"07.08.2023 02:30 - 07.08.2023 02:45","33371","38326"
"07.08.2023 02:45 - 07.08.2023 03:00","33379","38316"
"07.08.2023 03:00 - 07.08.2023 03:15","33820","38177"
"07.08.2023 03:15 - 07.08.2023 03:30","33830","38234"
"07.08.2023 03:30 - 07.08.2023 03:45","33865","38257"
"07.08.2023 03:45 - 07.08.2023 04:00","34301","38408"
"07.08.2023 04:00 - 07.08.2023 04:15","34749","38847"
"07.08.2023 04:15 - 07.08.2023 04:30","35330","39329"
"07.08.2023 04:30 - 07.08.2023 04:45","35961","39736"
"07.08.2023 04:45 - 07.08.2023 05:00","36548","40266"
"07.08.2023 05:00 - 07.08.2023 05:15","38026","41166"
"07.08.2023 05:15 - 07.08.2023 05:30","38762","42023"
"07.08.2023 05:30 - 07.08.2023 05:45","39779","42839"
"07.08.2023 05:45 - 07.08.2023 06:00","40828","44188"
"07.08.2023 06:00 - 07.08.2023 06:15","42733","46739"
"07.08.2023 06:15 - 07.08.2023 06:30","44466","48147"
"07.08.2023 06:30 - 07.08.2023 06:45","45680","49532"
"07.08.2023 06:45 - 07.08.2023 07:00","46905","50897"
"07.08.2023 07:00 - 07.08.2023 07:15","48514","52212"
"07.08.2023 07:15 - 07.08.2023 07:30","49597","52950"
"07.08.2023 07:30 - 07.08.2023 07:45","50381","53867"
"07.08.2023 07:45 - 07.08.2023 08:00","51228","54635"
"07.08.2023 08:00 - 07.08.2023 08:15","52216","55659"
"07.08.2023 08:15 - 07.08.2023 08:30","52694","56641"
"07.08.2023 08:30 - 07.08.2023 08:45","53366","57191"
"07.08.2023 08:45 - 07.08.2023 09:00","53491","57688"
"07.08.2023 09:00 - 07.08.2023 09:15","53767","57976"
"07.08.2023 09:15 - 07.08.2023 09:30","53940","58081"
"07.08.2023 09:30 - 07.08.2023 09:45","54504","58768"
"07.08.2023 09:45 - 07.08.2023 10:00","54984","59341"
"07.08.2023 10:00 - 07.08.2023 10:15","55916","58982"
"07.08.2023 10:15 - 07.08.2023 10:30","56307","59150"
"07.08.2023 10:30 - 07.08.2023 10:45","56753","59327"
"07.08.2023 10:45 - 07.08.2023 11:00","57271","59240"
"07.08.2023 11:00 - 07.08.2023 11:15","57645","59185"
"07.08.2023 11:15 - 07.08.2023 11:30","58171","59284"
"07.08.2023 11:30 - 07.08.2023 11:45","58297","60074"
"07.08.2023 11:45 - 07.08.2023 12:00","58311","60031"
"07.08.2023 12:00 - 07.08.2023 12:15","58640","59576"
"07.08.2023 12:15 - 07.08.2023 12:30","58638","59778"
"07.08.2023 12:30 - 07.08.2023 12:45","58853","59754"
"07.08.2023 12:45 - 07.08.2023 13:00","59104","59515"
"07.08.2023 13:00 - 07.08.2023 13:15","58978","59007"
"07.08.2023 13:15 - 07.08.2023 13:30","58687","58996"
"07.08.2023 13:30 - 07.08.2023 13:45","58126","58524"
"07.08.2023 13:45 - 07.08.2023 14:00","57969","57887"
"07.08.2023 14:00 - 07.08.2023 14:15","57797","57349"
"07.08.2023 14:15 - 07.08.2023 14:30","57469","57272"
"07.08.2023 14:30 - 07.08.2023 14:45","57388","57125"
"07.08.2023 14:45 - 07.08.2023 15:00","57302","56894"
"07.08.2023 15:00 - 07.08.2023 15:15","56892","56530"
"07.08.2023 15:15 - 07.08.2023 15:30","56507","56297"
"07.08.2023 15:30 - 07.08.2023 15:45","56398","56165"
"07.08.2023 15:45 - 07.08.2023 16:00","55826","55717"
"07.08.2023 16:00 - 07.08.2023 16:15","55530","56244"
"07.08.2023 16:15 - 07.08.2023 16:30","55088","55797"
"07.08.2023 16:30 - 07.08.2023 16:45","55011","55527"
"07.08.2023 16:45 - 07.08.2023 17:00","54689","56060"
"07.08.2023 17:00 - 07.08.2023 17:15","54489","56019"
"07.08.2023 17:15 - 07.08.2023 17:30","54257","56300"
"07.08.2023 17:30 - 07.08.2023 17:45","54500","56772"
"07.08.2023 17:45 - 07.08.2023 18:00","54716","56582"
"07.08.2023 18:00 - 07.08.2023 18:15","54563","56210"
"07.08.2023 18:15 - 07.08.2023 18:30","54216","56492"
"07.08.2023 18:30 - 07.08.2023 18:45","54297","56472"
"07.08.2023 18:45 - 07.08.2023 19:00","54299","56615"
"07.08.2023 19:00 - 07.08.2023 19:15","54346","56232"
"07.08.2023 19:15 - 07.08.2023 19:30","53779","55426"
"07.08.2023 19:30 - 07.08.2023 19:45","53377","54862"
"07.08.2023 19:45 - 07.08.2023 20:00","52850","53899"
"07.08.2023 20:00 - 07.08.2023 20:15","52221","53425"
"07.08.2023 20:15 - 07.08.2023 20:30","51500","53041"
"07.08.2023 20:30 - 07.08.2023 20:45","50843","52141"
"07.08.2023 20:45 - 07.08.2023 21:00","50500","51761"
"07.08.2023 21:00 - 07.08.2023 21:15","49993","51707"
"07.08.2023 21:15 - 07.08.2023 21:30","49590","51266"
"07.08.2023 21:30 - 07.08.2023 21:45","49090","50832"
"07.08.2023 21:45 - 07.08.2023 22:00","48040","50076"
"07.08.2023 22:00 - 07.08.2023 22:15","47431","49040"
"07.08.2023 22:15 - 07.08.2023 22:30","46612","48033"
"07.08.2023 22:30 - 07.08.2023 22:45","45792","47272"
"07.08.2023 22:45 - 07.08.2023 23:00","44819","46200"
"07.08.2023 23:00 - 07.08.2023 23:15","44115","44691"
"07.08.2023 23:15 - 07.08.2023 23:30","43448","44025"
"07.08.2023 23:30 - 07.08.2023 23:45","42678","43490"
"07.08.2023 23:45 - 08.08.2023 00:00","42210","42762"
"08.08.2023 00:00 - 08.08.2023 00:15","39339","42234"
"08.08.2023 00:15 - 08.08.2023 00:30","38820","41630"
"08.08.2023 00:30 - 08.08.2023 00:45","38297","41097"
"08.08.2023 00:45 - 08.08.2023 01:00","37862","40882"
"08.08.2023 01:00 - 08.08.2023 01:15","37309","40723"
"08.08.2023 01:15 - 08.08.2023 01:30","36789","40510"
"08.08.2023 01:30 - 08.08.2023 01:45","36296","40284"
"08.08.2023 01:45 - 08.08.2023 02:00","35955","39850"
"08.08.2023 02:00 - 08.08.2023 02:15","36012","39692"
"08.08.2023 02:15 - 08.08.2023 02:30","35686","39287"
"08.08.2023 02:30 - 08.08.2023 02:45","35710","39237"
"08.08.2023 02:45 - 08.08.2023 03:00","35622","39438"
"08.08.2023 03:00 - 08.08.2023 03:15","36034","39508"
"08.08.2023 03:15 - 08.08.2023 03:30","36210","39446"
"08.08.2023 03:30 - 08.08.2023 03:45","36292","39495"
"08.08.2023 03:45 - 08.08.2023 04:00","36662","39432"
"08.08.2023 04:00 - 08.08.2023 04:15","37348","39964"
"08.08.2023 04:15 - 08.08.2023 04:30","37786","40063"
"08.08.2023 04:30 - 08.08.2023 04:45","38254","39979"
"08.08.2023 04:45 - 08.08.2023 05:00","38860","40629"
"08.08.2023 05:00 - 08.08.2023 05:15","40261","41406"
"08.08.2023 05:15 - 08.08.2023 05:30","41290","42038"
"08.08.2023 05:30 - 08.08.2023 05:45","42132","42906"
"08.08.2023 05:45 - 08.08.2023 06:00","43171","43908"
"08.08.2023 06:00 - 08.08.2023 06:15","44402","46435"
"08.08.2023 06:15 - 08.08.2023 06:30","45827","48058"
"08.08.2023 06:30 - 08.08.2023 06:45","46876","48961"
"08.08.2023 06:45 - 08.08.2023 07:00","48127","50277"
"08.08.2023 07:00 - 08.08.2023 07:15","49454","52002"
"08.08.2023 07:15 - 08.08.2023 07:30","50546","53090"
"08.08.2023 07:30 - 08.08.2023 07:45","51307","54172"
"08.08.2023 07:45 - 08.08.2023 08:00","52158","54854"
"08.08.2023 08:00 - 08.08.2023 08:15","52998","56342"
"08.08.2023 08:15 - 08.08.2023 08:30","53569","56943"
"08.08.2023 08:30 - 08.08.2023 08:45","54205","57433"
"08.08.2023 08:45 - 08.08.2023 09:00","54357","57816"
"08.08.2023 09:00 - 08.08.2023 09:15","54805","56995"
"08.08.2023 09:15 - 08.08.2023 09:30","55163","57431"
"08.08.2023 09:30 - 08.08.2023 09:45","55661","57865"
"08.08.2023 09:45 - 08.08.2023 10:00","56118","58544"
"08.08.2023 10:00 - 08.08.2023 10:15","57134","58175"
"08.08.2023 10:15 - 08.08.2023 10:30","57479","58456"
"08.08.2023 10:30 - 08.08.2023 10:45","57737","58469"
"08.08.2023 10:45 - 08.08.2023 11:00","58369","58573"
"08.08.2023 11:00 - 08.08.2023 11:15","59086","58813"
"08.08.2023 11:15 - 08.08.2023 11:30","59532","59082"
"08.08.2023 11:30 - 08.08.2023 11:45","59643","59348"
"08.08.2023 11:45 - 08.08.2023 12:00","59620","59169"
"08.08.2023 12:00 - 08.08.2023 12:15","59695","59503"
"08.08.2023 12:15 - 08.08.2023 12:30","59647","58983"
"08.08.2023 12:30 - 08.08.2023 12:45","59881","59164"
"08.08.2023 12:45 - 08.08.2023 13:00","60186","59121"
"08.08.2023 13:00 - 08.08.2023 13:15","60037","59839"
"08.08.2023 13:15 - 08.08.2023 13:30","59762","59757"
"08.08.2023 13:30 - 08.08.2023 13:45","59211","58855"
"08.08.2023 13:45 - 08.08.2023 14:00","58912","58328"
"08.08.2023 14:00 - 08.08.2023 14:15","58638","58284"
"08.08.2023 14:15 - 08.08.2023 14:30","58343","57834"
"08.08.2023 14:30 - 08.08.2023 14:45","58003","57667"
"08.08.2023 14:45 - 08.08.2023 15:00","57863","57170"
"08.08.2023 15:00 - 08.08.2023 15:15","57413","57648"
"08.08.2023 15:15 - 08.08.2023 15:30","56960","57023"
"08.08.2023 15:30 - 08.08.2023 15:45","56778","57064"
"08.08.2023 15:45 - 08.08.2023 16:00","56269","56459"
"08.08.2023 16:00 - 08.08.2023 16:15","56080","55751"
"08.08.2023 16:15 - 08.08.2023 16:30","55543","55669"
"08.08.2023 16:30 - 08.08.2023 16:45","55427","55469"
"08.08.2023 16:45 - 08.08.2023 17:00","55039","55434"
"08.08.2023 17:00 - 08.08.2023 17:15","54785","56146"
"08.08.2023 17:15 - 08.08.2023 17:30","54490","56014"
"08.08.2023 17:30 - 08.08.2023 17:45","54651","55304"
"08.08.2023 17:45 - 08.08.2023 18:00","54850","55531"
"08.08.2023 18:00 - 08.08.2023 18:15","54611","55377"
"08.08.2023 18:15 - 08.08.2023 18:30","54351","55197"
"08.08.2023 18:30 - 08.08.2023 18:45","54445","55280"
"08.08.2023 18:45 - 08.08.2023 19:00","54487","55244"
"08.08.2023 19:00 - 08.08.2023 19:15","54462","55689"
"08.08.2023 19:15 - 08.08.2023 19:30","53945","55414"
"08.08.2023 19:30 - 08.08.2023 19:45","53583","55187"
"08.08.2023 19:45 - 08.08.2023 20:00","53100","54951"
"08.08.2023 20:00 - 08.08.2023 20:15","52252","54649"
"08.08.2023 20:15 - 08.08.2023 20:30","51497","53994"
"08.08.2023 20:30 - 08.08.2023 20:45","50913","53501"
"08.08.2023 20:45 - 08.08.2023 21:00","50461","53067"
"08.08.2023 21:00 - 08.08.2023 21:15","50030","52720"
"08.08.2023 21:15 - 08.08.2023 21:30","49553","52376"
"08.08.2023 21:30 - 08.08.2023 21:45","48994","51732"
"08.08.2023 21:45 - 08.08.2023 22:00","47980","50925"
